projectIdentifier,programArea,programFy,region,state,stateNumberCode,county,countyCode,disasterNumber,projectCounties,projectType,status,recipient,recipientTribalIndicator,subrecipient,subrecipientTribalIndicator,dataSource,dateApproved,dateClosed,dateInitiallyApproved,projectAmount,initialObligationDate,initialObligationAmount,federalShareObligated,subrecipientAdminCostAmt,srmcObligatedAmt,recipientAdminCostAmt,costSharePercentage,benefitCostRatio,netValueBenefits,numberOfFinalProperties,numberOfProperties,id
DR-4022-0144-R,HMGP,2011,1,Vermont,50,Orleans,19.0,4022.0,ORLEANS,403.1: Stormwater Management - Culverts,Closed,Statewide,0.0,Charleston (Town of),0.0,HMGP,2023-07-28T00:00:00.000Z,2023-08-03T00:00:00.000Z,2016-03-09T00:00:00.000Z,99393.13,2016-03-10T00:00:00.000Z,93692.0,74544.84,0.0,0.0,0.0,0.75,1.05,137045.0,0,0,02100d58-0a42-43c8-800d-03b53eb83998
DR-4022-0158-R,HMGP,2011,1,Vermont,50,Orange,17.0,4022.0,ORANGE,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,Chelsea (Town of),0.0,HMGP,2023-11-13T00:00:00.000Z,2023-11-13T00:00:00.000Z,2018-04-12T00:00:00.000Z,568073.93,2018-04-17T00:00:00.000Z,482250.0,426055.44,0.0,0.0,0.0,0.75,0.0,0.0,3,3,66984e47-215b-4e46-b571-c02fd926ff7c
DR-4022-0061-P,HMGP,2011,1,Vermont,50,Orleans,19.0,4022.0,CALEDONIA; ESSEX; ORLEANS,91.1: Local Multihazard Mitigation Plan,Closed,Statewide,0.0,Statewide,0.0,HMGP,2023-11-07T00:00:00.000Z,2023-11-07T00:00:00.000Z,2014-02-12T00:00:00.000Z,244056.52,2014-02-13T00:00:00.000Z,225000.0,183042.39,0.0,0.0,0.0,0.75,0.0,0.0,0,0,1e3918ad-46c1-49b9-875a-bb6a8b3b281b
DR-1778-0003-R,HMGP,2008,1,Vermont,50,Orange,17.0,1778.0,ORANGE,"100.1: Public Awareness and Education (Brochures, Workshops, Videos, etc.)",Closed,Statewide,0.0,TOW-RIVERS-OTTAUQECHEE REGIONAL COMMISSION,0.0,HMGP,2014-02-03T00:00:00.000Z,2014-02-03T00:00:00.000Z,,0.0,2009-09-01T00:00:00.000Z,8267.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0,0,460be484-859d-487e-b5bc-0d8b79b83f04
DR-1228-0020-R,HMGP,1998,1,Vermont,50,Orleans,19.0,1228.0,ORLEANS,402.1: Infrastructure Protective Measures (Roads and Bridges),Closed,,,HARTFORD (TOWN OF) ,,HMGP-Historical,2000-12-20T00:00:00.000Z,,,36172.0,,,27534.0,,,,0.75,1.12,41039.0,0,0,21e2bbb0-4289-4dc6-bbc7-43822f2f8c76
DR-1101-0001-R,HMGP,1996,1,Vermont,50,Orleans,19.0,1101.0,ORLEANS,405.1: Other Minor Flood Control,Void,,,VERMONT AGENCY OF DE,,HMGP-Historical,,1997-07-08T00:00:00.000Z,,,,,,,,,,0.0,,0,0,0fbb6ade-57af-4eda-9045-5f4b3048c2f5
DR-1228-0008-R,HMGP,1998,1,Vermont,50,Orange,17.0,1228.0,ORANGE,"301.1: Shoreline Stabilization (Riprap, etc.)",Closed,,,"ORANGE, TOWN OF",,HMGP-Historical,1999-06-17T00:00:00.000Z,1999-07-27T00:00:00.000Z,,836.0,,,627.0,,,,0.75,59.37,49636.0,0,0,517b9d00-6cbf-4a5b-9b40-ea8a3aeab413
DR-1184-0019-R,HMGP,1997,1,Vermont,50,Orleans,19.0,1184.0,ORLEANS,403.1: Stormwater Management - Culverts,Closed,,,GLOVER (TOWN OF) ,,HMGP-Historical,2000-02-15T00:00:00.000Z,2000-07-20T00:00:00.000Z,,7200.0,,,5400.0,,,,0.75,2.79,20093.0,0,0,ae65941d-ad0e-4a40-991b-b1bb43999ca0
DR-1201-0015-F,HMGP,1998,1,Vermont,50,Orleans,19.0,1201.0,ORLEANS,601.1: Generators,Closed,,,ORLEANS (VILLAGE OF) ,,HMGP-Historical,1999-08-05T00:00:00.000Z,1999-10-29T00:00:00.000Z,,2450.0,,,1837.0,,,,0.75,0.0,0.0,0,0,399527ef-15a4-4c57-b465-ab01e88eb2af
DR-1184-0020-R,HMGP,1997,1,Vermont,50,Orleans,19.0,1184.0,ORLEANS,"301.1: Shoreline Stabilization (Riprap, etc.)",Closed,,,BARTON (TOWN OF),,HMGP-Historical,2000-03-21T00:00:00.000Z,2000-10-04T00:00:00.000Z,,13471.0,,,10103.0,,,,0.75,1.26,16938.0,0,0,82bdf708-a152-40b5-be68-564dfc7e6025
DR-4022-0151-R,HMGP,2011,1,Vermont,50,Orleans,19.0,4022.0,ORLEANS,402.1: Infrastructure Protective Measures (Roads and Bridges),Closed,Statewide,0.0,Charleston (Town of),0.0,HMGP,2024-02-28T00:00:00.000Z,2024-02-28T00:00:00.000Z,2016-07-01T00:00:00.000Z,185664.8,2016-07-14T00:00:00.000Z,329923.0,139248.6,0.0,0.0,0.0,0.75,1.3,629009.0,0,0,4c737077-be00-4c1f-84d4-7adca05d3669
DR-1184-0004-R,HMGP,1997,1,Vermont,50,Orleans,19.0,1184.0,ORLEANS,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,,,BARTON (TOWN OF),,HMGP-Historical,1998-02-13T00:00:00.000Z,1998-06-08T00:00:00.000Z,,31049.0,,,23287.0,,,,0.75,0.0,0.0,1,1,f9a30b40-a236-4aae-8c5c-aba54c9b6837
DR-4720-0007-R,HMGP,2023,1,Vermont,50,Orleans,19.0,4720.0,ORLEANS,904.1: Advanced Assistance,Approved,Statewide,0.0,Greensboro (Town of),0.0,HMGP,2024-03-29T00:00:00.000Z,,2024-03-29T00:00:00.000Z,64000.0,2024-04-12T00:00:00.000Z,48000.0,48000.0,0.0,0.0,0.0,0.75,0.0,0.0,0,0,7af50b2d-9211-4c50-be07-2afb2219f56d
DR-1184-0022-R,HMGP,1997,1,Vermont,50,Orleans,19.0,1184.0,ORLEANS,"301.1: Shoreline Stabilization (Riprap, etc.)",Withdrawn,,,DERBY (TOWN OF ) ,,HMGP-Historical,,2000-04-17T00:00:00.000Z,,0.0,,,,,,,,1.18,122850.0,0,0,5d082810-0f56-4d89-bf32-3eb71f3c0be9
DR-4022-0093-P,HMGP,2011,1,Vermont,50,Orleans,19.0,4022.0,ORLEANS,91.1: Local Multihazard Mitigation Plan,Closed,Statewide,0.0,Statewide,0.0,HMGP,2017-03-02T00:00:00.000Z,2017-03-03T00:00:00.000Z,2014-10-16T00:00:00.000Z,12097.0,2014-10-20T00:00:00.000Z,11814.0,9073.0,0.0,0.0,0.0,0.75,0.0,0.0,0,0,6520a9f3-02d1-45ee-906c-daffb8733cd2
DR-0990-0001-R,HMGP,1993,1,Vermont,50,Grand Isle,13.0,990.0,GRAND ISLE,"301.1: Shoreline Stabilization (Riprap, etc.)",Closed,,,NORTH HERO (TOWN OF),,HMGP-Historical,1994-06-17T00:00:00.000Z,1997-09-29T00:00:00.000Z,,70522.0,,,35261.0,,,,0.5,0.0,0.0,0,0,822466ee-da8c-4c17-8c56-2c973f88e4ef
DR-0840-0007-R,HMGP,1989,1,Vermont,50,Orange,17.0,840.0,ORANGE,"301.1: Shoreline Stabilization (Riprap, etc.)",Not Approved / Denied,,,BRADFORD (TOWN OF),,HMGP-Historical,,1995-04-19T00:00:00.000Z,,0.0,,,,,,,,0.0,,0,0,d8dc1eb6-1403-410e-ab10-4f6df6f9b9f6
DR-1101-0011-R,HMGP,1996,1,Vermont,50,Orleans,19.0,1101.0,ORLEANS,403.1: Stormwater Management - Culverts,Closed,,,BARTON (TOWN OF),,HMGP-Historical,1997-03-07T00:00:00.000Z,1999-08-25T00:00:00.000Z,,4548.0,,,3411.0,,,,0.75,1.93,10558.0,0,0,47d70028-c23e-416b-87b1-bfa6a69107d1
DR-1101-0004-R,HMGP,1996,1,Vermont,50,Orleans,19.0,1101.0,ORLEANS,"301.1: Shoreline Stabilization (Riprap, etc.)",Withdrawn,,,RICHFORD (TOWN OF),,HMGP-Historical,,1997-05-15T00:00:00.000Z,,,,,,,,,,0.0,,0,0,bf380ebe-6cd7-4602-827f-89934a660810
DR-0938-0006-R,HMGP,1992,1,Vermont,50,Orange,17.0,938.0,ORANGE,500.1: Flood Control - Floodwall,Closed,,,RANDOLPH (TOWN OF),,HMGP-Historical,1995-01-06T00:00:00.000Z,1997-09-23T00:00:00.000Z,,54000.0,,,27000.0,,,,0.5,0.0,0.0,0,0,41870065-ee18-4167-8d58-7a7a1c84a406
DR-4232-0002-P,HMGP,2015,1,Vermont,50,Orleans,19.0,4232.0,ORLEANS,91.3: Local Multihazard Mitigation Plan - UPDATE,Closed,Statewide,0.0,Glover (Town of),0.0,HMGP,2016-10-04T00:00:00.000Z,2018-10-31T00:00:00.000Z,2016-10-04T00:00:00.000Z,5733.0,2016-10-05T00:00:00.000Z,4300.0,4300.0,0.0,0.0,0.0,0.75,0.0,0.0,0,0,3507f86b-f6e1-4841-ac96-585b6940e6f2
DR-1778-0004-F,HMGP,2008,1,Vermont,50,Orange,17.0,1778.0,ORANGE,"100.1: Public Awareness and Education (Brochures, Workshops, Videos, etc.)",Closed,Statewide,0.0,TOW-RIVERS-OTTAUQECHEE REGIONAL COMMISSION,0.0,HMGP,2013-01-15T00:00:00.000Z,2013-01-15T00:00:00.000Z,2009-09-22T00:00:00.000Z,7823.0,2009-09-24T00:00:00.000Z,8267.0,7823.0,0.0,0.0,0.0,0.75,0.0,0.0,0,0,8968a5de-7b51-428b-97e7-832c14a05187
DR-4720-0055-R,HMGP,2023,1,Vermont,50,Orange,17.0,4720.0,ORANGE,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,0.0,Statewide,0.0,HMGP,2024-12-06T00:00:00.000Z,,2024-12-06T00:00:00.000Z,247000.0,2024-12-09T00:00:00.000Z,185250.0,185250.0,0.0,0.0,0.0,0.75,0.0,0.0,1,1,5eebf9d4-9af2-4b3d-9f94-7e021bc88206
DR-4720-0063-R,HMGP,2023,1,Vermont,50,Orange,17.0,4720.0,ORANGE,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,0.0,Statewide,0.0,HMGP,2025-04-21T00:00:00.000Z,,2025-04-21T00:00:00.000Z,536100.0,2025-04-25T00:00:00.000Z,402075.0,402075.0,0.0,0.0,0.0,0.75,0.0,0.0,1,1,c3c9111f-c9c9-47b4-8c38-f4295bbf288f
DR-4720-0054,HMGP,2023,1,Vermont,50,Orleans,19.0,4720.0,ORLEANS,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Pending,Statewide,0.0,Statewide,0.0,HMGP,,,,221000.0,,,,,,,0.75,0.0,0.0,1,1,b415a866-5244-4132-81bb-64e947c2135b
DR-4810-0001,HMGP,2024,1,Vermont,50,Orleans,19.0,4810.0,ORLEANS,403.1: Stormwater Management - Culverts,Withdrawn,Statewide,0.0,Greensboro (Town of),0.0,HMGP,,,,610519.66,,,,,,,0.75,1.62,1125094.0,0,0,74444c64-5a56-4746-8ce1-a006cafaad31
DR-4720-0027-R,HMGP,2023,1,Vermont,50,Orleans,19.0,4720.0,ORLEANS,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,0.0,Orleans,0.0,HMGP,2025-12-18T00:00:00.000Z,,2024-08-27T00:00:00.000Z,314250.0,2024-12-19T00:00:00.000Z,184575.0,235687.5,0.0,0.0,0.0,0.75,0.0,0.0,1,1,fdfe350b-eab7-45df-ba26-74c68a5c1372
DR-4022-0138-R,HMGP,2011,1,Vermont,50,Orange,17.0,4022.0,ORANGE,601.2: Generators - Regular,Closed,Statewide,0.0,Orange (Town of),0.0,HMGP,2022-10-19T00:00:00.000Z,2022-10-20T00:00:00.000Z,2016-02-01T00:00:00.000Z,47592.0,2016-02-02T00:00:00.000Z,62858.0,35694.0,0.0,0.0,0.0,0.75,1.06,98990.0,0,0,e6480bd5-db2d-4856-ab33-8faa8292bed0
DR-4720-0042-R,HMGP,2023,1,Vermont,50,Orleans,19.0,4720.0,ORLEANS,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,0.0,Statewide,0.0,HMGP,2024-12-20T00:00:00.000Z,,2024-12-16T00:00:00.000Z,479324.0,2024-12-19T00:00:00.000Z,359493.0,359493.0,0.0,0.0,0.0,0.75,0.0,0.0,2,2,26519784-d46e-4d02-8a50-b54903c8a668
PDMC-PJ-01-VT-2017-006,PDM,2017,1,Vermont,50,Orleans,19.0,,ORLEANS,106.2: Other Non Construction,Pending,Vermont Emergency Management,0.0,Town of Brownington,0.0,eGrants,,,,30000.71,,,,,,,0.75,1.2,48073.0,0,0,f164c17d-2d5a-48a7-abd5-763274b45a81
DR-4720-0039-R,HMGP,2023,1,Vermont,50,Orleans,19.0,4720.0,ORLEANS,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,0.0,Troy (Town of),0.0,HMGP,2024-10-01T00:00:00.000Z,,2024-10-01T00:00:00.000Z,200698.0,2025-02-10T00:00:00.000Z,150523.5,150523.5,0.0,0.0,0.0,0.75,0.0,0.0,0,1,ab46178c-8140-45ae-bd1d-3e255de2c32c
PDMC-PJ-01-VT-2003-002,PDM,2003,1,Vermont,50,Orleans,19.0,,ORLEANS,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,"Department of Public Safety, Division of Emergency Management",0.0,Town of Troy,0.0,eGrants,2004-06-15T00:00:00.000Z,2024-05-10T00:00:00.000Z,2005-04-27T00:00:00.000Z,156045.0,2005-04-27T00:00:00.000Z,140440.5,140440.5,,,,0.9,2.52,392659.0,2,2,c7225f09-9494-4853-9330-0c3e16bab2d5
DR-1336-0003-R,HMGP,2000,1,Vermont,50,Orleans,19.0,1336.0,ORLEANS,403.1: Stormwater Management - Culverts,Closed,Statewide,0.0,Derby (Town of),0.0,HMGP,2004-04-22T00:00:00.000Z,2003-11-05T00:00:00.000Z,2002-02-14T00:00:00.000Z,67200.0,2002-02-19T00:00:00.000Z,53464.0,50400.0,2016.0,0.0,1048.0,0.75,1.05,70368.0,0,0,ceda44d9-bdbb-4b0c-a34e-96cd15c1a095
DR-1307-0002-R,HMGP,2000,1,Vermont,50,Orleans,19.0,1307.0,CALEDONIA; ESSEX; FRANKLIN; GRAND ISLE; LAMOILLE; ORLEANS,"400.1: Utility Protective Measures (Electric, Gas, etc.)",Closed,Statewide,0.0,DEPARTMENT OF PUBLIC SAFTEY,0.0,HMGP,2004-04-22T00:00:00.000Z,2003-02-01T00:00:00.000Z,2001-01-31T00:00:00.000Z,1073.0,2001-02-28T00:00:00.000Z,8397.0,805.0,160.0,0.0,100.0,0.75,13.8,4140.0,0,0,62aac485-f043-41b5-a54b-a47e943a0663
DR-4022-0051-R,HMGP,2011,1,Vermont,50,Windsor,27.0,4022.0,WINDSOR,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,Sharon,0.0,HMGP,2016-05-10T00:00:00.000Z,2016-05-11T00:00:00.000Z,,0.0,2013-09-18T00:00:00.000Z,92925.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0,1,bf62c875-7892-453b-a32d-4597b1ee0bca
DR-4720-0056-R,HMGP,2023,1,Vermont,50,Windsor,27.0,4720.0,WINDSOR,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,0.0,Statewide,0.0,HMGP,2025-01-27T00:00:00.000Z,,2025-01-27T00:00:00.000Z,366000.0,2025-02-10T00:00:00.000Z,274500.0,274500.0,0.0,0.0,0.0,0.75,0.0,0.0,1,1,269419f8-d74f-4297-91a8-fd47aa21e972
DR-1995-0008-R,HMGP,2011,1,Vermont,50,Windsor,27.0,1995.0,WINDSOR,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,Royalton (Town of),0.0,HMGP,2016-12-13T00:00:00.000Z,2016-12-14T00:00:00.000Z,2012-10-04T00:00:00.000Z,86331.0,2012-10-09T00:00:00.000Z,186301.0,64748.0,0.0,0.0,0.0,0.75,0.0,0.0,1,1,9f96aea9-db08-4758-9946-72ec4833fdf2
DR-4720-0003-R,HMGP,2023,1,Vermont,50,Orange,17.0,4720.0,ORANGE,904.1: Advanced Assistance,Approved,Statewide,0.0,Tunbridge (Town of),0.0,HMGP,2024-03-27T00:00:00.000Z,,2024-03-27T00:00:00.000Z,100000.0,2024-04-12T00:00:00.000Z,75000.0,75000.0,0.0,0.0,0.0,0.75,0.0,0.0,0,0,b74e2318-1c08-423d-9e3d-6de28286d81e
DR-4720-0066-R,HMGP,2023,1,Vermont,50,Windsor,27.0,4720.0,WINDSOR,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,0.0,Statewide,0.0,HMGP,2025-04-21T00:00:00.000Z,,2025-04-21T00:00:00.000Z,397000.0,2025-04-25T00:00:00.000Z,297750.0,297750.0,0.0,0.0,0.0,0.75,1.0,1.0,1,1,e8fd95ba-81c5-4475-aa9e-7f0d6f2c72be
DR-1995-0006-R,HMGP,2011,1,Vermont,50,Windsor,27.0,1995.0,WINDSOR,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,Royalton (Town of),0.0,HMGP,2016-12-13T00:00:00.000Z,2016-12-14T00:00:00.000Z,2012-07-30T00:00:00.000Z,416495.0,2012-07-31T00:00:00.000Z,393218.0,312371.0,0.0,0.0,0.0,0.75,0.0,0.0,3,3,14cff9c6-8a63-4180-befd-b358e96e88e8
DR-4022-0130-R,HMGP,2011,1,Vermont,50,Windsor,27.0,4022.0,WINDSOR,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,Royalton (Town of),0.0,HMGP,2017-09-26T00:00:00.000Z,2017-10-17T00:00:00.000Z,2015-10-13T00:00:00.000Z,0.0,2015-10-15T00:00:00.000Z,83625.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,1,1,b2442d23-4426-4482-833d-610138151073
DR-4720-0052-R,HMGP,2023,1,Vermont,50,Windsor,27.0,4720.0,WINDSOR,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,0.0,Statewide,0.0,HMGP,2024-12-03T00:00:00.000Z,,2024-12-03T00:00:00.000Z,462245.0,2024-12-09T00:00:00.000Z,346683.75,346683.75,0.0,0.0,0.0,0.75,0.0,0.0,1,1,025822ec-4b04-4f72-a045-cf630c05a104
DR-4621-0001-R,HMGP,2021,1,Vermont,50,Windsor,27.0,4621.0,WINDSOR,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,0.0,Barnard (Town of),0.0,HMGP,2024-11-19T00:00:00.000Z,,2024-01-26T00:00:00.000Z,464500.0,2024-03-27T00:00:00.000Z,135054.0,179837.0,0.0,0.0,0.0,0.39,1.0,464500.0,1,1,8c9fd856-40c5-4054-982c-f75d96fca87c
PDMC-PJ-01-VT-2009-002,PDM,2009,1,Vermont,50,Bennington,3.0,,BENNINGTON,"300.6: Vegetation Management - Erosion; 
303.1: Wetland Restoration/Creation; 
402.1: Infrastructure Protective Measures (Roads and Bridges)",Not Approved / Denied,Vermont Emergency Management,0.0,"Town of Bennington, VT",0.0,eGrants,,,,752265.0,,,,,,,0.75,2.0,1547454.0,0,0,c134da2a-4e95-4349-92ba-a64fdd6c708e
DR-4001-0001-R,HMGP,2011,1,Vermont,50,Windsor,27.0,4001.0,WINDSOR,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,Bethel (Town of),0.0,HMGP,2017-11-14T00:00:00.000Z,2017-12-13T00:00:00.000Z,2012-07-10T00:00:00.000Z,116157.0,2012-07-13T00:00:00.000Z,224030.0,87866.0,0.0,0.0,0.0,0.75,0.0,0.0,2,2,8fb920ca-2a5e-4f67-b15b-7a56fb5c66d3
DR-4532-0010-R,HMGP,2020,1,Vermont,50,Windsor,27.0,4532.0,WINDSOR,303.2: Floodplain and Stream Restoration,Approved,Statewide,0.0,Springfield (Town of),0.0,HMGP,2024-10-08T00:00:00.000Z,,2024-08-29T00:00:00.000Z,840830.0,2024-10-04T00:00:00.000Z,729000.0,756747.0,0.0,0.0,0.0,0.9,2.08,1683867.0,0,0,dcf167d5-0200-426b-98b9-a92cd33ea5e9
DR-4140-0004-P,HMGP,2013,1,Vermont,50,Windsor,27.0,4140.0,WINDSOR,91.4: Local Multijurisdictional Multihazard Mitigation Plan - NEW ,Closed,Statewide,0.0,Weathersfield (Town of),0.0,HMGP,2019-02-27T00:00:00.000Z,2019-02-27T00:00:00.000Z,2015-05-12T00:00:00.000Z,14525.0,2015-05-13T00:00:00.000Z,12510.0,10894.22,0.0,0.0,0.0,0.75,0.0,0.0,0,0,515d2511-ad03-4e9d-ba19-e8a406934ae0
PDMC-PJ-01-VT-2006-004,PDM,2006,1,Vermont,50,Bennington,3.0,,BENNINGTON,402.1: Infrastructure Protective Measures (Roads and Bridges),Not Approved / Denied,Vermont Emergency Management,0.0,Town of Arlington,0.0,eGrants,,,,231000.0,,,,,,,0.9,1.98,456328.0,0,0,ab714e58-790f-4e21-92b7-c7cb9850934d
DR-4022-0148-R,HMGP,2011,1,Vermont,50,Windsor,27.0,4022.0,WINDSOR,403.1: Stormwater Management - Culverts,Closed,Statewide,0.0,Ludlow (Town of),0.0,HMGP,2023-10-31T00:00:00.000Z,2023-11-01T00:00:00.000Z,2016-05-02T00:00:00.000Z,96581.15,2016-05-05T00:00:00.000Z,817500.0,72435.87,0.0,0.0,0.0,0.75,1.08,1211488.0,0,0,710a90f3-4493-4cb2-b2da-fe1beba3db63
DR-4022-0095-R,HMGP,2011,1,Vermont,50,Windsor,27.0,4022.0,WINDSOR,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,Windsor (Town of),0.0,HMGP,2023-11-15T00:00:00.000Z,2023-11-16T00:00:00.000Z,2014-10-16T00:00:00.000Z,119371.52,2014-10-20T00:00:00.000Z,103920.0,89528.64,0.0,0.0,0.0,0.75,0.0,0.0,1,1,a271c109-63b3-4266-b9ad-170aa873d703
DR-4022-0115-R,HMGP,2011,1,Vermont,50,Bennington,3.0,4022.0,BENNINGTON,601.2: Generators - Regular,Closed,Statewide,0.0,Sunderland,0.0,HMGP,2023-11-01T00:00:00.000Z,2023-11-01T00:00:00.000Z,2015-03-19T00:00:00.000Z,10063.54,2015-03-19T00:00:00.000Z,4500.0,4500.0,0.0,0.0,0.0,0.45,1.13,6780.0,0,0,789a8ddd-7044-40e8-9cb5-44d4ccb0b40a
DR-4022-0035-R,HMGP,2011,1,Vermont,50,Bennington,3.0,4022.0,BENNINGTON,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,Readsboro (Town of),0.0,HMGP,2013-07-17T00:00:00.000Z,2019-08-06T00:00:00.000Z,2012-11-13T00:00:00.000Z,659428.0,2012-11-15T00:00:00.000Z,367409.0,493446.0,0.0,0.0,0.0,0.75,1.45,953960.0,3,3,818fc903-6e10-48bd-a3d1-7c165d038bae
PDMC-PL-01-VT-2012-002,PDM,2012,1,Vermont,50,Windsor,27.0,,ADDISON; ORANGE; RUTLAND; WINDSOR,91.1: Local Multihazard Mitigation Plan,Closed,Vermont Emergency Management,0.0,"Two Rivers-Ottauquechee Regional Commission (Barnard, Bethel, Braintree, Brookfield, Chelsea, Granville, Hancock, Hartford, Pittsfield, Pomfret, Rando",0.0,eGrants,2012-09-17T00:00:00.000Z,2016-12-15T00:00:00.000Z,2012-09-28T00:00:00.000Z,93822.84,2012-09-28T00:00:00.000Z,70367.12,70367.12,,,,0.75,,,0,0,c3911c5d-5aba-4ba1-b9e9-87aa458e380c
DR-4022-0094-R,HMGP,2011,1,Vermont,50,Windsor,27.0,4022.0,WINDSOR,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,West Windsor (Town of),0.0,HMGP,2023-10-31T00:00:00.000Z,2023-10-31T00:00:00.000Z,2014-10-16T00:00:00.000Z,61639.37,2014-10-20T00:00:00.000Z,47100.0,46229.53,0.0,0.0,0.0,0.75,0.0,0.0,1,1,b44d4d56-13de-48f3-b0cf-038787c0848d
DR-4022-0013-F,HMGP,2011,1,Vermont,50,Windsor,27.0,4022.0,ADDISON; ORANGE; RUTLAND; WINDSOR,"100.1: Public Awareness and Education (Brochures, Workshops, Videos, etc.)",Closed,Statewide,0.0,TWO-RIVERS-OTTAUQUECHEE REGIONAL COMMISSION,0.0,HMGP,2023-11-01T00:00:00.000Z,2023-11-02T00:00:00.000Z,2012-08-15T00:00:00.000Z,29594.41,2012-08-17T00:00:00.000Z,22200.0,22195.8,0.0,0.0,0.0,0.75,0.0,0.0,0,0,764b702d-464c-45c3-8473-9bea6e33bd5d
DR-4022-0014-R,HMGP,2011,1,Vermont,50,Windsor,27.0,4022.0,WINDSOR,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,Sharon (Town of),0.0,HMGP,2022-12-01T00:00:00.000Z,2022-09-19T00:00:00.000Z,2012-08-17T00:00:00.000Z,0.0,2012-08-20T00:00:00.000Z,234812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,fdd2a397-5db8-4a5f-9099-e0c779e9db6d
DR-4022-0123-R,HMGP,2011,1,Vermont,50,Windsor,27.0,4022.0,WINDSOR,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,Chester (Town of),0.0,HMGP,2023-10-27T00:00:00.000Z,2023-10-31T00:00:00.000Z,2015-08-26T00:00:00.000Z,137522.22,2015-09-03T00:00:00.000Z,127650.0,103141.66,0.0,0.0,0.0,0.75,0.0,0.0,1,1,4f1d8e40-fb33-4b35-bb86-65a59014d315
DR-9005-0002-R,PDM,2000,1,Vermont,50,Bennington,3.0,9005.0,BENNINGTON,90.4: Mitigation Plan - Local Multihazard Mitigation Plan,Closed,,,,,HMGP-Historical,2002-08-12T00:00:00.000Z,,,16600.0,,,12400.0,,,,0.75,0.0,0.0,0,0,618ba016-2aed-4444-baa5-6e1bb391347f
DR-4022-0011-F,HMGP,2011,1,Vermont,50,Windsor,27.0,4022.0,WINDSOR,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,Bethel (Town of),0.0,HMGP,2023-11-03T00:00:00.000Z,2023-11-08T00:00:00.000Z,2012-08-13T00:00:00.000Z,375965.99,2012-08-14T00:00:00.000Z,339852.0,281974.49,0.0,0.0,0.0,0.75,0.0,0.0,2,2,4c379d23-ec67-418c-99e4-e9a7a14abef4
DR-4022-0081-R,HMGP,2011,1,Vermont,50,Windsor,27.0,4022.0,WINDSOR,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,Hartford (Town of),0.0,HMGP,2023-11-07T00:00:00.000Z,2023-11-07T00:00:00.000Z,2014-08-13T00:00:00.000Z,71942.48,2014-08-15T00:00:00.000Z,70432.0,53956.86,0.0,0.0,0.0,0.75,0.0,0.0,1,1,b534981f-ed16-40a3-a1aa-6a0f7bdcbe38
DR-4022-0087-R,HMGP,2011,1,Vermont,50,Windsor,27.0,4022.0,WINDSOR,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,Stockbridge (Town of),0.0,HMGP,2023-11-01T00:00:00.000Z,2023-11-02T00:00:00.000Z,2014-09-10T00:00:00.000Z,571913.2,2014-09-21T00:00:00.000Z,369150.0,428934.9,0.0,0.0,0.0,0.75,0.0,0.0,1,1,d395daf4-52f2-4214-8437-fde7a6b7e3d9
