projectIdentifier,programArea,programFy,region,state,stateNumberCode,county,countyCode,disasterNumber,projectCounties,projectType,status,recipient,recipientTribalIndicator,subrecipient,subrecipientTribalIndicator,dataSource,dateApproved,dateClosed,dateInitiallyApproved,projectAmount,initialObligationDate,initialObligationAmount,federalShareObligated,subrecipientAdminCostAmt,srmcObligatedAmt,recipientAdminCostAmt,costSharePercentage,benefitCostRatio,netValueBenefits,numberOfFinalProperties,numberOfProperties,id
PDMC-PL-01-VT-2013-001,PDM,2013,1,Vermont,50,Chittenden,7.0,,CHITTENDEN,91.1: Local Multihazard Mitigation Plan,Not Approved / Denied,VT Division of Emergency Management & Homeland Security ,0.0,Chittenden County Regional Planning Commission,0.0,eGrants,,,,90495.68,,,,,,,0.75,,,0,0,437bd1d9-661f-4f68-bb43-6881d1f1fdc5
DR-4810-0004,HMGP,2024,1,Vermont,50,Statewide,0.0,4810.0,STATEWIDE,"91.2: Local Multihazard Mitigation Plan - NEW; 
91.3: Local Multihazard Mitigation Plan - UPDATE",Pending,Statewide,0.0,Statewide,0.0,HMGP,,,,844400.0,,,,,,,0.75,0.0,0.0,0,0,750098a5-5daa-4792-a0f4-30c1b90a0823
DR-4474-0001-M,HMGP,2020,1,Vermont,50,Statewide,0.0,4474.0,STATEWIDE,700.1: Management Costs - Salaries,Approved,Statewide,0.0,Statewide,0.0,HMGP,2026-02-06T00:00:00.000Z,,2021-05-21T00:00:00.000Z,37834.4,2021-05-25T00:00:00.000Z,18808.87,37834.4,0.0,0.0,0.0,1.0,0.0,0.0,0,0,2a5acc71-1e62-40f5-a357-89fff7b84fce
DR-1698-0004-M,HMGP,2007,1,Vermont,50,Statewide,0.0,1698.0,STATEWIDE,700.1: Management Costs - Salaries,Closed,Statewide,0.0,Statewide,0.0,HMGP,2014-02-03T00:00:00.000Z,2014-02-03T00:00:00.000Z,,0.0,2008-11-20T00:00:00.000Z,2795.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0,0,67e1da34-2611-48ad-abb0-1fee4b6cf244
DR-4744-0002-M,HMGP,2024,1,Vermont,50,Statewide,0.0,4744.0,STATEWIDE,"700.1: Management Costs - Salaries; 
700.2: Management Costs - Equipment; 
700.3: Management Costs - Office Space Rental; 
700.4: Management Costs - Supplies",Approved,Statewide,0.0,Statewide,0.0,HMGP,2025-08-25T00:00:00.000Z,,2025-08-25T00:00:00.000Z,25192.84,2025-09-05T00:00:00.000Z,25192.84,25192.84,0.0,0.0,0.0,1.0,0.0,0.0,0,0,8ba9ff64-a6cc-4d2c-8f73-1ac063c93f9d
DR-4140-0007,HMGP,2013,1,Vermont,50,Statewide,0.0,4140.0,STATEWIDE,"100.1: Public Awareness and Education (Brochures, Workshops, Videos, etc.)",Closed,Statewide,0.0,Statewide,0.0,HMGP,,2019-03-01T00:00:00.000Z,,0.0,,,,,,,0.75,1.0,1.0,0,0,ebd7fb60-3873-4f6b-846f-d37a1de2b755
PDMC-PJ-01-VT-2019-001,BRIC,2019,1,Vermont,50,Chittenden,7.0,,CHITTENDEN,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Not Approved / Denied,Vermont Emergency Management,0.0,Town of Huntington VT,0.0,eGrants,,,,2587587.0,,,,,,,0.75,1.0,2587587.0,9,9,42464273-5248-4433-82bd-04846428970a
DR-4022-0067-P,HMGP,2011,1,Vermont,50,Statewide,0.0,4022.0,STATEWIDE,92.1: State Multihazard Mitigation Plan,Closed,Statewide,0.0,Statewide,0.0,HMGP,,2023-11-01T00:00:00.000Z,,1002962.0,,,,,0.0,,0.75,0.0,0.0,0,0,d59825a1-fd2d-4b8b-905e-1178a7f9d8c8
DR-1063-0005-R,HMGP,1995,1,Vermont,50,Chittenden,7.0,1063.0,CHITTENDEN,403.1: Stormwater Management - Culverts,Closed,,,BOLTON (TOWN OF),,HMGP-Historical,1996-12-31T00:00:00.000Z,2002-06-28T00:00:00.000Z,,43525.0,,,32643.0,,,,0.75,0.95,31085.0,0,0,41715723-53d0-452b-bf8b-1f2c7a1848d1
FMA-TA-01-VT-2006-001,FMA,2006,1,Vermont,50,,,,,701.1: Technical Assistance - Outreach/Training,Obligated,Vermont Emergency Management,0.0,Vermont Emergency Management,0.0,eGrants,2006-07-07T00:00:00.000Z,,2006-08-11T00:00:00.000Z,14587.0,2006-08-11T00:00:00.000Z,10940.0,10940.0,,,,0.75,,,0,0,589e71b4-bb80-48e6-bb0e-b51322fdb2c4
DR-4720-0064-R,HMGP,2023,1,Vermont,50,Chittenden,7.0,4720.0,CHITTENDEN,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,Statewide,0.0,HMGP,2025-04-29T00:00:00.000Z,2026-01-12T00:00:00.000Z,,541009.0,2025-07-09T00:00:00.000Z,405756.75,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0,1,cd919da7-a73d-4bcb-929a-acd84ba3e835
DR-4810-0003,HMGP,2024,1,Vermont,50,Statewide,0.0,4810.0,ADDISON; CALEDONIA; CHITTENDEN; ESSEX; STATEWIDE; WASHINGTON; WINDHAM; WINDSOR,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Pending,Statewide,0.0,Statewide,0.0,HMGP,,,,12331606.0,,,,,,,0.75,0.0,0.0,37,37,ec384a23-4363-4ad7-9d6a-8aa967b8e62d
PDMC-PL-01-VT-2008-001,PDM,2008,1,Vermont,50,Chittenden,7.0,,CHITTENDEN,91.1: Local Multihazard Mitigation Plan,Closed,Vermont Emergency Management,0.0,Vermont Department of Environmental Conservation,0.0,eGrants,2008-09-23T00:00:00.000Z,2011-08-19T00:00:00.000Z,2008-09-24T00:00:00.000Z,141920.0,2008-09-24T00:00:00.000Z,106440.0,106440.0,,,,0.75,,,0,0,b2e0306a-da32-40b1-bdd8-c3826c160fd4
DR-4022-0160-R,HMGP,2011,1,Vermont,50,Chittenden,7.0,4022.0,CHITTENDEN,202.1: Elevation of Private Structures - Riverine,Closed,Statewide,0.0,Bolton (Town of),0.0,HMGP,2021-05-17T00:00:00.000Z,2021-05-17T00:00:00.000Z,2020-06-18T00:00:00.000Z,0.0,2020-06-22T00:00:00.000Z,191295.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,2,2,f50696de-cfab-4387-b369-8d6f907e56b7
DR-4474-0005-R,HMGP,2020,1,Vermont,50,Statewide,0.0,4474.0,STATEWIDE,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,Huntington (Town of),0.0,HMGP,2025-06-20T00:00:00.000Z,2025-07-03T00:00:00.000Z,2022-08-25T00:00:00.000Z,541367.75,2022-08-29T00:00:00.000Z,793320.0,487230.97,0.0,0.0,0.0,0.9,0.82,1104000.0,2,4,5e089fb6-897f-46db-8d28-c085bbe16b9e
DR-4330-0004-R,HMGP,2017,1,Vermont,50,Statewide,0.0,4330.0,STATEWIDE,303.2: Floodplain and Stream Restoration,Closed,Statewide,0.0,VERMONT AGENCY OF TRANSPORTATION,0.0,HMGP,2024-06-26T00:00:00.000Z,2024-06-27T00:00:00.000Z,2019-07-01T00:00:00.000Z,56933.0,2019-07-10T00:00:00.000Z,23190.0,42699.75,0.0,0.0,0.0,0.75,4.76,170972.0,0,0,dfddb9b4-649c-4132-919a-650e167e3db6
PDMC-MC-01-VT-2018-008,PDM,2018,1,Vermont,50,,,,,700.1: Management Costs - Salaries,Obligated,Vermont Emergency Management,0.0,Vermont Emergency Management,0.0,eGrants,2019-08-14T00:00:00.000Z,,2019-09-25T00:00:00.000Z,46300.0,2019-09-25T00:00:00.000Z,34725.0,34725.0,,,,0.75,,,0,0,d43efafd-65d9-4743-9c10-5dd091c02cc6
DR-1715-0004-M,HMGP,2007,1,Vermont,50,Statewide,0.0,1715.0,STATEWIDE,700.4: Management Costs - Supplies,Closed,Statewide,0.0,Statewide,0.0,HMGP,2014-02-03T00:00:00.000Z,2012-03-29T00:00:00.000Z,,0.0,2008-11-21T00:00:00.000Z,9920.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0,0,181bc37e-9fa0-46fd-b221-e94672052ac4
FMA-MC-01-VT-2018-002,FMA,2018,1,Vermont,50,,,,,700.1: Management Costs - Salaries,Pending,Vermont Emergency Management,0.0,Vermont Emergency Management,0.0,eGrants,,,,2680.0,,,,,,,0.75,,,0,0,b9fd0bd7-45c2-4e3a-b676-970305a0265a
PDMC-MC-01-VT-2008-002,PDM,2008,1,Vermont,50,,,,,"700.1: Management Costs - Salaries; 
700.2: Management Costs - Equipment; 
700.4: Management Costs - Supplies",Closed,Vermont Emergency Management,0.0,Vermont Emergency Management,0.0,eGrants,2008-09-23T00:00:00.000Z,2011-08-19T00:00:00.000Z,2008-09-24T00:00:00.000Z,14191.84,2008-09-24T00:00:00.000Z,10643.88,10643.88,,,,0.75,,,0,0,26a517f6-a2fb-4963-8cf0-2e72073cbeb2
DR-4356-0003-P,HMGP,2018,1,Vermont,50,Statewide,0.0,4356.0,STATEWIDE,91.3: Local Multihazard Mitigation Plan - UPDATE,Closed,Statewide,0.0,Statewide,0.0,HMGP,2023-04-27T00:00:00.000Z,2023-04-27T00:00:00.000Z,2019-03-18T00:00:00.000Z,56835.36,2019-03-19T00:00:00.000Z,45675.0,42524.19,0.0,0.0,0.0,0.75,0.0,0.0,0,0,2ef6a9fa-f721-4adf-ba77-c450f63bbb4a
PDMC-PL-01-VT-2009-001,PDM,2009,1,Vermont,50,,,,,92.1: State Multihazard Mitigation Plan,Closed,Vermont Emergency Management,0.0,VT Department of Environmental Conservation,0.0,eGrants,2009-09-25T00:00:00.000Z,2014-02-07T00:00:00.000Z,2009-09-28T00:00:00.000Z,123509.08,2009-09-28T00:00:00.000Z,92628.15,92628.15,,,,0.75,,,0,0,c67801a5-0053-446d-a2ae-61ad4eab4c9f
DR-4022-0066-R,HMGP,2011,1,Vermont,50,Statewide,0.0,4022.0,STATEWIDE,"103.1: Feasibility, Engineering and Design Studies; 
106.1: Other Non Construction (Regular Project Only)",Closed,Statewide,0.0,Statewide,0.0,HMGP,2024-06-10T00:00:00.000Z,2024-06-10T00:00:00.000Z,2014-05-19T00:00:00.000Z,50924.15,2014-05-23T00:00:00.000Z,97500.0,38193.11,0.0,0.0,0.0,0.75,0.0,0.0,0,0,eb473b4f-dfe9-4a24-9b49-521bef104e3c
DR-1336-0017-R,HMGP,2000,1,Vermont,50,Chittenden,7.0,1336.0,CHITTENDEN,"301.1: Shoreline Stabilization (Riprap, etc.)",Closed,Statewide,0.0,Montpelier,0.0,HMGP,,2009-12-30T00:00:00.000Z,,0.0,,,,,,,0.75,5.0,500.0,0,0,3334cb2c-2ca3-42ea-addc-d3189fa10226
DR-4120-0003-M,HMGP,2013,1,Vermont,50,Statewide,0.0,4120.0,STATEWIDE,"700.1: Management Costs - Salaries; 
700.2: Management Costs - Equipment; 
700.3: Management Costs - Office Space Rental",Closed,Statewide,0.0,Statewide,0.0,HMGP,2022-04-26T00:00:00.000Z,2022-05-05T00:00:00.000Z,2015-04-23T00:00:00.000Z,5464.22,2015-04-29T00:00:00.000Z,13453.0,5464.22,0.0,0.0,0.0,1.0,0.0,0.0,0,0,c33aa3d3-e8a2-47b3-9616-018f9df4e624
FMA-PL-01-VT-2008-001,FMA,2008,1,Vermont,50,,,,,95.1: FMA or CRS Plan,Closed,Vermont Emergency Management,0.0,Vermont Emergency Management,0.0,eGrants,2008-07-08T00:00:00.000Z,2011-05-06T00:00:00.000Z,2008-07-21T00:00:00.000Z,14132.96,2008-07-21T00:00:00.000Z,10599.72,10599.72,,,,0.75,,,0,0,5fdb7d1d-e5b7-416d-ba37-7a281b14f4d3
DR-1488-0004-M,HMGP,2003,1,Vermont,50,Statewide,0.0,1488.0,STATEWIDE,700.1: Management Costs - Salaries,Closed,Statewide,0.0,Statewide,0.0,HMGP,,2008-12-11T00:00:00.000Z,,0.0,,,,,,,0.75,0.0,0.0,0,0,4e8c8bab-950f-4aec-b982-5d403a16328b
PDMC-TA-01-VT-2006-005,PDM,2006,1,Vermont,50,,,,,"700.1: Management Costs - Salaries; 
700.4: Management Costs - Supplies",Not Approved / Denied,Vermont Emergency Management,0.0,Vermont Emergency Management,0.0,eGrants,,,,70139.9,,,,,,,0.75,,,0,0,a1ba9372-fc4a-4ab3-b02c-7d47fa1d05d8
FMA-PJ-01-VT-2023-005,FMA,2023,1,Vermont,50,Chittenden,7.0,,CHITTENDEN,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Obligated,Vermont Emergency Management,0.0,Vermont Emergency Management,0.0,eGrants,2024-09-25T00:00:00.000Z,,2024-09-27T00:00:00.000Z,1291500.0,2024-09-27T00:00:00.000Z,968625.0,968625.0,,,,0.75,2.0,2.0,2,2,1e5bc75b-9d1d-4384-bcb1-ab4aba2fb2eb
LPDM-MC-01-VT-2023-002,LPDM,2023,1,Vermont,50,,,,,700.1: Management Costs - Salaries,Obligated,Vermont Emergency Management,0.0,Vermont Emergency Management,0.0,eGrants,2023-09-14T00:00:00.000Z,,2023-09-18T00:00:00.000Z,31000.0,2023-09-18T00:00:00.000Z,31000.0,31000.0,,,,1.0,,,0,0,43d0a83a-b2ae-46b4-80b6-2f515e3d4109
DR-1307-0001-F,HMGP,2000,1,Vermont,50,Statewide,0.0,1307.0,STATEWIDE,90.4: Mitigation Plan - Local Multihazard Mitigation Plan,Closed,Statewide,0.0,ENVIRONMENTAL CONSERVATION,0.0,HMGP,2004-04-21T00:00:00.000Z,2003-04-01T00:00:00.000Z,2001-01-04T00:00:00.000Z,40000.0,2001-02-28T00:00:00.000Z,8292.0,6850.0,1200.0,0.0,242.0,0.17,0.0,0.0,0,0,6b906db6-0381-4862-9dd9-9ca7dbde26dd
DR-4022-0118-P,HMGP,2011,1,Vermont,50,Statewide,0.0,4022.0,STATEWIDE,92.1: State Multihazard Mitigation Plan,Closed,Statewide,0.0,Statewide,0.0,HMGP,2021-12-17T00:00:00.000Z,2023-11-01T00:00:00.000Z,2015-05-20T00:00:00.000Z,825035.19,2015-05-26T00:00:00.000Z,752222.0,615482.63,0.0,0.0,0.0,0.75,0.0,0.0,0,0,e7954402-c447-4efe-b801-3144f5212a70
FMA-PL-01-VT-2009-001,FMA,2009,1,Vermont,50,,,,,"700.1: Management Costs - Salaries; 
95.1: FMA or CRS Plan",Closed,Vermont Emergency Management,0.0,Vermont Emergency Management,0.0,eGrants,2009-09-09T00:00:00.000Z,2012-02-27T00:00:00.000Z,2009-09-17T00:00:00.000Z,16133.0,2009-09-17T00:00:00.000Z,12099.75,12099.75,,,,0.75,,,0,0,c1ddf3dd-b33a-4198-89dc-863efe0a90a0
FMA-PJ-01-VT-2023-011,FMA,2023,1,Vermont,50,,,,,200.3: Acquisition of Public Real Property (Structures and Land) - Riverine,Obligated,Vermont Emergency Management,0.0,State of Vermont Building and General Services Division of Construction and Design,0.0,eGrants,2024-11-25T00:00:00.000Z,,2024-12-02T00:00:00.000Z,1924221.6,2024-12-02T00:00:00.000Z,2886332.4,1443166.2,,,,0.75,2.0,2.0,1,1,9a2d0409-851c-4393-a0fa-016278d6ac3b
PDMC-PJ-01-VT-2019-006,BRIC,2019,1,Vermont,50,Chittenden,7.0,,CHITTENDEN,200.6: Acquisition of Private Real Property (Structures and Land) - Landslide,Closed,Vermont Emergency Management,0.0,Town of Bolton,0.0,eGrants,2020-09-17T00:00:00.000Z,2024-02-23T00:00:00.000Z,2020-09-22T00:00:00.000Z,200839.0,2020-09-22T00:00:00.000Z,150629.25,150629.25,,,,0.75,7.13,1152649.5,1,1,78a8457e-bc5d-4e2b-bd2b-48425f62f813
PDMC-MC-01-VT-2019-005,BRIC,2019,1,Vermont,50,,,,,700.1: Management Costs - Salaries,Closed,Vermont Emergency Management,0.0,Vermont Emergency Management,0.0,eGrants,2020-07-14T00:00:00.000Z,2026-01-29T00:00:00.000Z,2020-07-31T00:00:00.000Z,72500.0,2020-07-31T00:00:00.000Z,38175.0,54375.0,,,,0.75,,,0,0,1ce7e435-d049-4a96-88ec-4d1eb8976503
DR-1698-0003-M,HMGP,2007,1,Vermont,50,Statewide,0.0,1698.0,STATEWIDE,700.1: Management Costs - Salaries,Closed,Statewide,0.0,Statewide,0.0,HMGP,,2013-01-08T00:00:00.000Z,,3727.0,,,,,0.0,,0.75,0.0,0.0,0,0,8652b8b8-1737-4436-8bae-005409997b6d
PDMC-TA-01-VT-2003-006,PDM,2003,1,Vermont,50,,,,,"700.1: Management Costs - Salaries; 
700.2: Management Costs - Equipment; 
700.3: Management Costs - Office Space Rental",Closed,"Department of Public Safety, Division of Emergency Management",0.0,"Department of Public Safety, Division of Emergency Management",0.0,eGrants,2005-05-02T00:00:00.000Z,2006-12-14T00:00:00.000Z,2005-05-09T00:00:00.000Z,75604.5,2005-05-09T00:00:00.000Z,56703.24,56703.24,,,,0.75,,,0,0,fde2959a-4e43-4636-98ab-daa5146871c8
DR-1559-0004-M,HMGP,2004,1,Vermont,50,Statewide,0.0,1559.0,STATEWIDE,700.1: Management Costs - Salaries,Closed,Statewide,0.0,Statewide,0.0,HMGP,2005-12-30T00:00:00.000Z,2008-12-11T00:00:00.000Z,2005-12-30T00:00:00.000Z,17600.0,2006-01-03T00:00:00.000Z,13200.0,1.0,0.0,0.0,0.0,0.75,0.0,0.0,0,0,1ba1eb7d-b641-4159-bceb-0f226867d43e
DR-4178-0001-M,HMGP,2014,1,Vermont,50,Statewide,0.0,4178.0,STATEWIDE,"700.1: Management Costs - Salaries; 
700.2: Management Costs - Equipment; 
700.4: Management Costs - Supplies",Closed,Statewide,0.0,Statewide,0.0,HMGP,2018-11-05T00:00:00.000Z,2018-10-31T00:00:00.000Z,2015-11-17T00:00:00.000Z,124.0,2015-11-20T00:00:00.000Z,12319.0,123.34,0.0,0.0,0.0,1.0,0.0,0.0,0,0,333949dc-3a4c-4ed0-88bc-537ecd663f6f
DR-1358-0002-M,HMGP,2001,1,Vermont,50,Statewide,0.0,1358.0,STATEWIDE,700.1: Management Costs - Salaries,Closed,Statewide,0.0,Statewide,0.0,HMGP,2007-09-24T00:00:00.000Z,2007-09-24T00:00:00.000Z,2001-09-06T00:00:00.000Z,5043.0,2001-09-13T00:00:00.000Z,3782.0,3782.0,0.0,0.0,0.0,0.75,0.0,0.0,0,0,b3b5486b-3ffb-448d-87ac-2648dcfdc852
DR-4022-0002-F,HMGP,2011,1,Vermont,50,Statewide,0.0,4022.0,STATEWIDE,"100.1: Public Awareness and Education (Brochures, Workshops, Videos, etc.)",Closed,Statewide,0.0,VT DEPT OF ENVIRONMENTAL CONSERVATION,0.0,HMGP,2012-06-27T00:00:00.000Z,2017-08-03T00:00:00.000Z,2012-06-27T00:00:00.000Z,592582.0,2012-07-03T00:00:00.000Z,444437.0,444437.0,0.0,0.0,0.0,0.75,0.0,0.0,0,0,ef73b371-05be-4235-a708-5068ce62709d
DR-4022-0110-R,HMGP,2011,1,Vermont,50,Chittenden,7.0,4022.0,CHITTENDEN,202.1: Elevation of Private Structures - Riverine,Closed,Statewide,0.0,Huntington (Town of),0.0,HMGP,2019-01-30T00:00:00.000Z,2018-12-30T00:00:00.000Z,2015-02-17T00:00:00.000Z,0.0,2015-02-24T00:00:00.000Z,83422.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,1,1,0aea58f7-9b6b-4dbb-a603-017cddbaa3fd
DR-1336-0004-M,HMGP,2000,1,Vermont,50,Statewide,0.0,1336.0,STATEWIDE,700.4: Management Costs - Supplies,Closed,Statewide,0.0,Statewide,0.0,HMGP,2007-09-24T00:00:00.000Z,2007-09-19T00:00:00.000Z,2001-09-05T00:00:00.000Z,12600.0,2001-12-19T00:00:00.000Z,9693.0,9450.0,0.0,0.0,243.0,0.75,0.0,0.0,0,0,e596054d-4e1b-467e-92d2-fb631caf8fdb
DR-1307-0003-M,HMGP,2000,1,Vermont,50,Statewide,0.0,1307.0,STATEWIDE,700.1: Management Costs - Salaries,Closed,Statewide,0.0,Statewide,0.0,HMGP,2007-09-24T00:00:00.000Z,2007-09-19T00:00:00.000Z,2001-06-19T00:00:00.000Z,13720.0,2001-07-10T00:00:00.000Z,10599.0,10290.0,0.0,0.0,309.0,0.75,0.0,0.0,0,0,b3f22edd-c01d-4e4b-9388-dd368f23b272
DR-1428-0007-M,HMGP,2002,1,Vermont,50,Statewide,0.0,1428.0,STATEWIDE,700.1: Management Costs - Salaries,Closed,Statewide,0.0,Statewide,0.0,HMGP,2007-10-18T00:00:00.000Z,2007-10-18T00:00:00.000Z,2003-08-27T00:00:00.000Z,36192.0,2003-11-05T00:00:00.000Z,27144.0,27144.0,0.0,0.0,0.0,0.75,0.0,0.0,0,0,4b15403a-71a2-49a9-b5b7-0bbaf2d3f847
DR-4621-0005-M,HMGP,2021,1,Vermont,50,Statewide,0.0,4621.0,STATEWIDE,700.1: Management Costs - Salaries,Approved,Statewide,0.0,Statewide,0.0,HMGP,2024-03-27T00:00:00.000Z,,2024-03-27T00:00:00.000Z,36375.0,2024-03-28T00:00:00.000Z,36375.0,36375.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,021b6a4e-1852-4d6b-b6ef-179836071dd5
DR-4474-0004-R,HMGP,2020,1,Vermont,50,Chittenden,7.0,4474.0,CHITTENDEN,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,0.0,Underhill (Town of),0.0,HMGP,2024-04-05T00:00:00.000Z,,2022-08-25T00:00:00.000Z,404307.16,2022-08-29T00:00:00.000Z,171067.5,363876.44,0.0,0.0,0.0,0.9,1.0,1.0,1,1,f390904f-9a35-46bc-9d22-28690913cf4e
DR-1790-0005-F,HMGP,2008,1,Vermont,50,Statewide,0.0,1790.0,STATEWIDE,"100.1: Public Awareness and Education (Brochures, Workshops, Videos, etc.)",Closed,Statewide,0.0,CHITTENDEN REGIONAL PLANNING,0.0,HMGP,2013-01-16T00:00:00.000Z,2013-01-16T00:00:00.000Z,2009-08-24T00:00:00.000Z,45053.0,2009-08-25T00:00:00.000Z,35128.0,33740.0,0.0,0.0,0.0,0.75,0.0,0.0,0,0,9dcfec85-31d8-4951-bc2d-26a79d91bebe
DR-4163-0002-P,HMGP,2014,1,Vermont,50,Orleans,19.0,4163.0,ORLEANS,91.1: Local Multihazard Mitigation Plan,Closed,Statewide,0.0,Albany (Town of),0.0,HMGP,2022-09-14T00:00:00.000Z,2022-09-15T00:00:00.000Z,2015-02-13T00:00:00.000Z,9757.11,2015-02-24T00:00:00.000Z,12864.0,7317.83,0.0,0.0,0.0,0.75,0.0,0.0,0,0,2cd59f6a-1397-45ed-ad39-e027b303286b
DR-4720-0018-R,HMGP,2023,1,Vermont,50,Orange,17.0,4720.0,ORANGE,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,0.0,West Fairlee (Town of),0.0,HMGP,2025-12-12T00:00:00.000Z,,2024-08-03T00:00:00.000Z,245200.0,2024-08-06T00:00:00.000Z,233932.5,183900.0,0.0,0.0,0.0,0.75,0.0,0.0,2,2,112bd6e8-8d90-4375-abbf-a81a49d91173
DR-4720-0032-R,HMGP,2023,1,Vermont,50,Orleans,19.0,4720.0,ORLEANS,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,0.0,Statewide,0.0,HMGP,2024-08-26T00:00:00.000Z,,2024-08-26T00:00:00.000Z,717800.0,2024-12-09T00:00:00.000Z,538350.0,538350.0,0.0,0.0,0.0,0.75,0.0,0.0,0,2,71acc7f1-a73e-4196-9008-c32702b3ea9d
DR-4022-0145-R,HMGP,2011,1,Vermont,50,Orleans,19.0,4022.0,ORLEANS,601.2: Generators - Regular,Closed,Statewide,0.0,Charleston (Town of),0.0,HMGP,2017-03-02T00:00:00.000Z,2017-03-03T00:00:00.000Z,2016-03-09T00:00:00.000Z,0.0,2016-03-10T00:00:00.000Z,6000.0,0.0,0.0,0.0,0.0,0.75,1.13,9040.0,0,0,572abf10-ae88-4c16-8b5f-8d57e27b2a0b
DR-4720-0079-R,HMGP,2023,1,Vermont,50,Orange,17.0,4720.0,ORANGE,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,0.0,Statewide,0.0,HMGP,2025-04-21T00:00:00.000Z,,2025-04-21T00:00:00.000Z,589630.0,2025-04-25T00:00:00.000Z,410347.5,410347.5,0.0,0.0,0.0,0.75,0.0,0.0,2,2,acd60820-2d93-4240-a178-544dab081c17
DR-1790-0006-R,HMGP,2008,1,Vermont,50,Orange,17.0,1790.0,ORANGE,403.1: Stormwater Management - Culverts,Closed,Statewide,0.0,Williamstown (Town of),0.0,HMGP,2011-03-02T00:00:00.000Z,2013-01-16T00:00:00.000Z,2009-12-21T00:00:00.000Z,92296.0,2009-12-28T00:00:00.000Z,71566.0,69222.0,0.0,0.0,0.0,0.75,1.07,113210.0,0,0,af929656-820e-48af-bd89-1daadaa33441
DR-4022-0146-R,HMGP,2011,1,Vermont,50,Orange,17.0,4022.0,ORANGE,601.2: Generators - Regular,Closed,Statewide,0.0,Statewide,0.0,HMGP,2017-09-26T00:00:00.000Z,2017-10-17T00:00:00.000Z,2016-04-04T00:00:00.000Z,0.0,2016-04-05T00:00:00.000Z,62033.0,0.0,0.0,0.0,0.0,0.75,1.13,93463.0,0,0,0f5a1b68-0399-4f29-a4b1-16e8f18b79d9
DR-1816-0002-P,HMGP,2009,1,Vermont,50,Orange,17.0,1816.0,ORANGE,91.1: Local Multihazard Mitigation Plan,Closed,Statewide,0.0,TOW-RIVERS-OTTAUQECHEE REGIONAL COMMISSION,0.0,HMGP,2010-08-19T00:00:00.000Z,2014-08-11T00:00:00.000Z,2010-08-19T00:00:00.000Z,18633.0,2010-08-20T00:00:00.000Z,13975.0,13975.0,0.0,0.0,0.0,0.75,0.0,0.0,0,0,9a41ea3e-605b-44d9-95ab-783659ac673a
DR-1101-0024-F,HMGP,1996,1,Vermont,50,Orleans,19.0,1101.0,ORLEANS,90.4: Mitigation Plan - Local Multihazard Mitigation Plan,Closed,,,GLOVER (TOWN OF) ,,HMGP-Historical,1999-12-27T00:00:00.000Z,2000-05-26T00:00:00.000Z,,10000.0,,,7500.0,,,,0.75,0.0,0.0,0,0,fc11f389-a42e-496c-b6d1-54cf1ab6302b
DR-1228-0018-R,HMGP,1998,1,Vermont,50,Orleans,19.0,1228.0,ORLEANS,"301.1: Shoreline Stabilization (Riprap, etc.)",Closed,,,DERBY (TOWN OF ) ,,HMGP-Historical,2000-04-17T00:00:00.000Z,2002-11-14T00:00:00.000Z,,120000.0,,,33250.0,,,,0.28,1.02,122850.0,0,0,362ed727-c953-4879-b88b-a91a3261131e
PDMC-PJ-01-VT-2016-003,PDM,2016,1,Vermont,50,Orleans,19.0,,ORLEANS,106.2: Other Non Construction,Not Approved / Denied,Vermont Division of Emergency Management & Homeland Security,0.0,Town of Brownington,0.0,eGrants,,,,30000.71,,,,,,,0.75,1.39,43193.0,0,0,b21da53b-1f43-4c54-9027-7e1f63c63977
DR-1201-0017-R,HMGP,1998,1,Vermont,50,Orleans,19.0,1201.0,ORLEANS,"301.1: Shoreline Stabilization (Riprap, etc.)",Closed,,,DERBY (TOWN OF ) ,,HMGP-Historical,2000-04-10T00:00:00.000Z,2002-09-11T00:00:00.000Z,,104000.0,,,56250.0,,,,0.54,1.18,122850.0,0,0,abb9b2df-20f0-4e51-acbd-62a20392d353
DR-0938-0001-R,HMGP,1992,1,Vermont,50,Orange,17.0,938.0,ORANGE,402.1: Infrastructure Protective Measures (Roads and Bridges),Closed,,,STRAFFORD (TOWN OF),,HMGP-Historical,1994-11-21T00:00:00.000Z,1997-06-27T00:00:00.000Z,,21552.0,,,10776.0,,,,0.5,0.0,0.0,0,0,602f979b-b80f-4dbb-b840-bb4439429fe1
