agricultureStructureIndicator,asOfDate,basementEnclosureCrawlspaceType,policyCount,crsClassificationCode,dateOfLoss,elevatedBuildingIndicator,elevationCertificateIndicator,elevationDifference,baseFloodElevation,ratedFloodZone,houseWorship,locationOfContents,lowestAdjacentGrade,lowestFloorElevation,numberOfFloorsInTheInsuredBuilding,nonProfitIndicator,obstructionType,occupancyType,originalConstructionDate,originalNBDate,amountPaidOnBuildingClaim,amountPaidOnContentsClaim,amountPaidOnIncreasedCostOfComplianceClaim,postFIRMConstructionIndicator,rateMethod,smallBusinessIndicatorBuilding,totalBuildingInsuranceCoverage,totalContentsInsuranceCoverage,yearOfLoss,primaryResidenceIndicator,buildingDamageAmount,buildingDeductibleCode,netBuildingPaymentAmount,buildingPropertyValue,causeOfDamage,condominiumCoverageTypeCode,contentsDamageAmount,contentsDeductibleCode,netContentsPaymentAmount,contentsPropertyValue,disasterAssistanceCoverageRequired,eventDesignationNumber,ficoNumber,floodCharacteristicsIndicator,floodWaterDuration,floodproofedIndicator,floodEvent,iccCoverage,netIccPaymentAmount,nfipRatedCommunityNumber,nfipCommunityNumberCurrent,nfipCommunityName,nonPaymentReasonContents,nonPaymentReasonBuilding,numberOfUnits,buildingReplacementCost,contentsReplacementCost,replacementCostBasis,stateOwnedIndicator,waterDepth,floodZoneCurrent,buildingDescriptionCode,rentalPropertyIndicator,state,reportedCity,reportedZipCode,countyCode,censusTract,censusBlockGroupFips,latitude,longitude,id
0,2026-02-11T00:00:00.000Z,1.0,1,,1979-03-08T00:00:00.000Z,0,,,,,0,2.0,,,2.0,0,10.0,2.0,1492-10-12T00:00:00.000Z,1978-12-25T00:00:00.000Z,1338.8,894.83,0.0,0,1,0,5500.0,5000.0,1979,0,1700.0,,1338.8,48000.0,1,N,1200.0,,894.83,10000.0,0.0,,,,0.0,0,,,0.0,500159.0,,,,,1.0,0.0,0.0,A,0,1.0,,,0,VT,Currently Unavailable,5089.0,50027.0,50027966000.0,500279660001.0,43.5,-72.4,5dae25f4-0537-4e42-b2b1-ac0a3cf35ff1
0,2026-02-11T00:00:00.000Z,,1,,1996-01-19T00:00:00.000Z,0,2,,,A,0,3.0,,,1.0,0,10.0,4.0,1976-07-01T00:00:00.000Z,1994-02-20T00:00:00.000Z,,,,0,1,0,207500.0,0.0,1996,0,,1,0.0,,2,N,,,0.0,,0.0,,990.0,,0.0,0,Flooding,,0.0,500073.0,,,3.0,3.0,1.0,,,A,0,0.0,,,0,VT,Currently Unavailable,5060.0,50017.0,50017959400.0,500179594003.0,43.9,-72.7,331652f6-d2d9-4195-b466-ae2d0de0115d
0,2026-02-11T00:00:00.000Z,,1,,2011-08-29T00:00:00.000Z,0,1,,,AE,0,,,,1.0,0,,1.0,1973-12-09T00:00:00.000Z,2005-01-03T00:00:00.000Z,,,,0,1,0,25000.0,0.0,2011,1,,5,0.0,,2,N,,0,0.0,,0.0,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,500030.0,,,,97.0,1.0,,,R,0,0.0,,,0,VT,Currently Unavailable,5069.0,50005.0,50005957800.0,500059578003.0,44.2,-72.1,387e8dbe-1ee8-4b5c-89e2-4f6962534801
0,2026-02-11T00:00:00.000Z,2.0,1,,2011-08-28T00:00:00.000Z,0,,,,A,0,,,,2.0,0,,1.0,1950-10-01T00:00:00.000Z,2009-01-05T00:00:00.000Z,27953.9,0.0,0.0,0,1,0,153100.0,0.0,2011,1,29953.0,2,27953.9,124469.0,2,N,,,0.0,,0.0,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,500276.0,,,,,1.0,181374.0,,R,0,1.0,,1.0,0,VT,Currently Unavailable,5669.0,50001.0,50001960600.0,500019606003.0,44.0,-72.8,c454e530-5c24-4403-9e37-8d16cb53fad6
0,2026-02-11T00:00:00.000Z,,1,,2023-07-10T00:00:00.000Z,0,,,,A,0,,,,2.0,0,,11.0,1979-01-01T00:00:00.000Z,2022-11-29T00:00:00.000Z,47187.29,0.0,0.0,0,RatingEngine,0,218000.0,0.0,2023,0,52187.0,5,47187.29,162087.0,2,N,,,0.0,,,,,,,0,Vermont/New York Flooding,30000.0,0.0,500108.0,,"CABOT, TOWN OF",,,1.0,240046.0,,A,0,99.0,,,0,VT,Currently Unavailable,5658.0,50023.0,50023954000.0,500239540001.0,44.4,-72.3,5f7cdc59-1f81-45ba-ab34-7291f3b8770c
0,2026-02-11T00:00:00.000Z,2.0,1,,2011-08-28T00:00:00.000Z,0,,,,AE,0,,,,2.0,0,,18.0,1951-01-01T00:00:00.000Z,2011-02-21T00:00:00.000Z,5018.41,0.0,0.0,0,RatingEngine,1,40000.0,30000.0,2011,0,6018.0,2,5018.41,181708.0,2,N,,2,0.0,,0.0,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,505518.0,505518.0,"MONTPELIER, CITY OF",,,1.0,307980.0,,A,0,3.0,AE,8.0,0,VT,Currently Unavailable,5602.0,50023.0,50023954600.0,500239546002.0,44.3,-72.6,5a749403-1b34-4e9c-94b5-3ec5b123d07d
0,2026-02-11T00:00:00.000Z,,1,,1993-04-21T00:00:00.000Z,0,,,,X,0,3.0,,,1.0,0,10.0,1.0,1920-07-01T00:00:00.000Z,1993-04-19T00:00:00.000Z,15510.5,0.0,0.0,0,1,0,65000.0,15000.0,1993,0,16011.0,0,15510.5,44770.0,1,N,,0,0.0,,0.0,,,,0.0,0,,,0.0,500002.0,,,,,1.0,0.0,,A,0,12.0,,,0,VT,Currently Unavailable,5473.0,50001.0,,,44.3,-73.1,3de992de-343e-48a5-9a98-91e613a3b9ec
0,2026-02-11T00:00:00.000Z,2.0,1,,2019-11-01T00:00:00.000Z,0,,,,B,0,2.0,,,2.0,0,,11.0,1945-01-01T00:00:00.000Z,2011-12-15T00:00:00.000Z,55978.51,10275.91,0.0,0,RatingEngine,0,250000.0,100000.0,2019,1,55089.0,2,55978.51,273075.0,2,N,11526.0,1,10275.91,40000.0,,,,,,0,,30000.0,0.0,500228.0,500228.0,"CAMBRIDGE, VILLAGE OF",,,1.0,341344.0,0.0,R,0,1.0,B,1.0,0,VT,Currently Unavailable,5464.0,50015.0,50015953100.0,500159531001.0,44.6,-72.9,a659b5c8-359f-4bb9-b624-2e321d64cac5
0,2026-02-11T00:00:00.000Z,2.0,1,9.0,2011-08-28T00:00:00.000Z,0,,,,AE,0,2.0,,,2.0,0,,4.0,1940-01-01T00:00:00.000Z,2008-10-17T00:00:00.000Z,38403.99,69700.0,0.0,0,1,0,145400.0,98000.0,2011,0,40403.0,2,38403.99,56043.0,2,N,80782.0,2,69700.0,0.0,0.0,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,500122.0,500122.0,"WATERBURY, VILLAGE OF",,,0.0,62270.0,0.0,A,0,2.0,AE,1.0,0,VT,Currently Unavailable,5676.0,50023.0,50023954300.0,500239543004.0,44.3,-72.8,bc8ead6c-2f5e-4234-a6fa-53a873274adc
0,2026-02-11T00:00:00.000Z,4.0,1,,2023-07-09T00:00:00.000Z,1,,,,X,0,3.0,,,1.0,0,10.0,11.0,1969-08-22T00:00:00.000Z,2015-03-25T00:00:00.000Z,0.0,0.0,0.0,0,RatingEngine,0,250000.0,100000.0,2023,1,0.0,2,0.0,105644.0,2,N,0.0,1,0.0,105000.0,,,,,,0,Vermont/New York Flooding,30000.0,0.0,500139.0,500139.0,"WESTMINSTER, TOWN OF",6.0,6.0,1.0,167321.0,0.0,A,0,,X,1.0,0,VT,Currently Unavailable,5158.0,50025.0,50025967600.0,500259676001.0,43.1,-72.5,844d75aa-c299-4088-a1a0-1ba1f66e9c3c
0,2026-02-11T00:00:00.000Z,2.0,1,,2023-07-11T00:00:00.000Z,0,,,,AE,0,,,,3.0,0,,18.0,1940-01-01T00:00:00.000Z,2011-02-21T00:00:00.000Z,120000.0,0.0,0.0,0,RatingEngine,1,120000.0,0.0,2023,0,177577.0,2,120000.0,1472076.0,4,N,,,0.0,,0.0,,,,,0,Vermont/New York Flooding,30000.0,0.0,505518.0,505518.0,"MONTPELIER, CITY OF",,,1.0,2111076.0,,A,0,2.0,AE,8.0,0,VT,Currently Unavailable,5602.0,50023.0,50023954600.0,500239546002.0,44.3,-72.6,c873efb1-ef54-488c-8c39-083d03675c58
0,2026-02-11T00:00:00.000Z,2.0,1,,1992-03-11T00:00:00.000Z,0,2,,,A10,0,3.0,,,3.0,0,10.0,3.0,1940-07-01T00:00:00.000Z,1991-01-15T00:00:00.000Z,,,,0,2,0,10000.0,0.0,1992,0,,1,0.0,,2,N,,0,0.0,,0.0,,940.0,,0.0,0,Flooding,,0.0,505518.0,,,1.0,1.0,1.0,,,,0,0.0,,,0,VT,Currently Unavailable,5602.0,50023.0,50023954800.0,500239548002.0,44.3,-72.6,1f0bf4ec-9a00-47af-8420-dda349d81d1d
0,2026-02-11T00:00:00.000Z,2.0,1,,2002-06-12T00:00:00.000Z,0,,,,AE,0,,,,2.0,0,,3.0,1910-06-15T00:00:00.000Z,2002-02-03T00:00:00.000Z,54000.0,0.0,0.0,0,1,0,90800.0,0.0,2002,0,55000.0,2,54000.0,120000.0,4,N,,0,0.0,,0.0,,,,0.0,0,,30000.0,0.0,500028.0,,,,,1.0,150000.0,,A,0,0.0,,1.0,0,VT,Currently Unavailable,5851.0,50005.0,50005957300.0,500059573002.0,44.5,-72.0,05460eb7-06be-47e8-a098-37d4111e3d72
0,2026-02-11T00:00:00.000Z,,1,,2011-04-28T00:00:00.000Z,0,,,,AE,0,3.0,,,1.0,0,,1.0,1981-01-01T00:00:00.000Z,1998-12-05T00:00:00.000Z,43900.0,0.0,0.0,0,1,0,43900.0,0.0,2011,0,51855.0,2,43900.0,107887.0,2,N,,0,0.0,,0.0,,,,0.0,0,,30000.0,0.0,500219.0,,,,,1.0,134859.0,,A,0,1.0,,1.0,0,VT,Currently Unavailable,5481.0,50011.0,50011010600.0,500110106003.0,44.8,-73.2,e8512df6-4400-4b34-9f4f-715f16b626f0
0,2026-02-11T00:00:00.000Z,,1,,2019-06-20T00:00:00.000Z,1,,,,X,0,7.0,,,3.0,0,,1.0,2007-01-01T00:00:00.000Z,2011-06-26T00:00:00.000Z,4388.87,12999.5,0.0,1,7,0,250000.0,100000.0,2019,1,5384.0,F,4388.87,0.0,2,N,14250.0,F,12999.5,100000.0,0.0,,,,0.0,0,,30000.0,0.0,500273.0,500273.0,"BARRE, TOWN OF",,,1.0,387709.0,0.0,R,0,1.0,X,1.0,0,VT,Currently Unavailable,5641.0,50023.0,50023955300.0,500239553003.0,44.2,-72.5,bfb8e1e9-d471-4cad-957f-066f72299781
0,2026-02-11T00:00:00.000Z,2.0,1,,1995-08-06T00:00:00.000Z,0,1,,,A07,0,,,,3.0,0,,4.0,1925-01-01T00:00:00.000Z,1995-03-17T00:00:00.000Z,1234.62,0.0,0.0,0,1,0,50000.0,0.0,1995,0,2100.0,2,1234.62,99000.0,2,N,,0,0.0,,0.0,,,2.0,24.0,0,,30000.0,0.0,500027.0,,,,,1.0,0.0,,A,0,1.0,,,0,VT,Currently Unavailable,5843.0,50005.0,50005957700.0,500059577001.0,44.5,-72.4,d872a891-9145-498e-91ba-a87515bb753f
0,2026-02-11T00:00:00.000Z,,1,,2011-08-28T00:00:00.000Z,0,,,,X,0,3.0,,,1.0,0,,1.0,1964-01-01T00:00:00.000Z,2011-03-04T00:00:00.000Z,5500.0,1333.28,0.0,0,1,0,6100.0,5600.0,2011,1,10720.0,1,5500.0,28752.0,4,N,2334.0,1,1333.28,0.0,0.0,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,500028.0,,,,,1.0,42281.0,0.0,A,0,0.0,,1.0,0,VT,Currently Unavailable,5851.0,50005.0,,,44.5,-72.1,44647c5e-23a8-4813-81f4-c84d4df772da
0,2026-02-11T00:00:00.000Z,2.0,1,,2023-07-11T00:00:00.000Z,0,,-4.0,446.2,A07,0,2.0,,,3.0,0,,11.0,1900-01-01T00:00:00.000Z,2006-03-31T00:00:00.000Z,125000.0,14693.92,0.0,0,RatingEngine,0,138000.0,46000.0,2023,1,121000.0,2,125000.0,364827.0,2,N,16693.0,2,14693.92,64872.0,0.0,,,,0.0,0,Vermont/New York Flooding,30000.0,0.0,500228.0,500228.0,"CAMBRIDGE, VILLAGE OF",,,1.0,436606.0,75841.0,A,0,0.0,A07,1.0,0,VT,Currently Unavailable,5444.0,50015.0,50015953100.0,500159531001.0,44.6,-72.9,a7710cd7-7c94-4dfb-a7c2-cd55eaec4763
0,2026-02-11T00:00:00.000Z,2.0,1,,2023-07-10T00:00:00.000Z,0,,,,AE,0,2.0,,,2.0,0,,11.0,1978-01-01T00:00:00.000Z,2010-03-28T00:00:00.000Z,11623.47,514.71,0.0,0,RatingEngine,0,150000.0,60000.0,2023,1,9552.0,2,11623.47,101208.0,4,N,1515.0,1,514.71,67500.0,,,,,,0,Vermont/New York Flooding,30000.0,0.0,500308.0,500308.0,"BOLTON, TOWN OF",,,1.0,147717.0,0.0,R,0,,AE,1.0,0,VT,Currently Unavailable,5676.0,50007.0,50007002900.0,500070029005.0,44.4,-72.9,2f6da85c-9b25-484b-bb01-f4231c89741a
0,2026-02-11T00:00:00.000Z,2.0,1,9.0,2011-08-28T00:00:00.000Z,0,,,,C,0,,,,2.0,0,,3.0,1965-01-01T00:00:00.000Z,2011-04-23T00:00:00.000Z,5460.86,0.0,0.0,0,1,0,302500.0,0.0,2011,0,10461.0,5,5460.86,448211.0,4,N,,,0.0,,0.0,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,500013.0,500013.0,"BENNINGTON, TOWN OF",,,1.0,640301.0,,A,0,1.0,C,1.0,0,VT,Currently Unavailable,5201.0,50003.0,50003971000.0,500039710001.0,42.9,-73.2,77f606d3-a553-468f-b7e1-db1a7cd027bd
0,2026-02-11T00:00:00.000Z,2.0,1,,2011-08-28T00:00:00.000Z,0,,,,A05,0,2.0,,,2.0,0,,1.0,1955-01-01T00:00:00.000Z,2003-08-15T00:00:00.000Z,42467.54,0.0,0.0,0,1,0,179200.0,0.0,2011,1,47467.0,5,42467.54,135155.0,2,N,,0,0.0,,0.0,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,500294.0,,,,,1.0,198757.0,,R,0,8.0,,1.0,0,VT,Currently Unavailable,5149.0,50027.0,50027966300.0,500279663002.0,43.4,-72.7,5ad7eaf7-d926-41a7-badc-c63f2cb8b77e
0,2026-02-11T00:00:00.000Z,1.0,1,,2003-08-12T00:00:00.000Z,0,,,,X,0,2.0,,,2.0,0,,1.0,1920-07-01T00:00:00.000Z,2002-03-25T00:00:00.000Z,,,,0,7,0,50000.0,12000.0,2003,1,,0,0.0,,2,N,,0,0.0,,0.0,,,,0.0,0,,20000.0,0.0,500146.0,,,18.0,18.0,1.0,,,A,0,,,,0,VT,Currently Unavailable,5143.0,50027.0,50027966500.0,500279665001.0,43.3,-72.6,9525a11d-eb85-4425-915c-a37155f80c57
0,2026-02-11T00:00:00.000Z,,1,,2006-01-19T00:00:00.000Z,0,,,,AE,0,3.0,,,1.0,0,,1.0,1984-01-01T00:00:00.000Z,2004-02-20T00:00:00.000Z,1056.03,0.0,0.0,0,1,0,250000.0,3800.0,2006,0,4057.0,3,1056.03,100000.0,4,N,,2,0.0,,0.0,,,,0.0,0,,30000.0,0.0,500295.0,,,20.0,,1.0,200000.0,,A,0,1.0,,1.0,0,VT,Currently Unavailable,5055.0,50027.0,50027965000.0,500279650001.0,43.8,-72.2,127ee6b8-75e0-4895-81de-569cff6f2609
0,2026-02-11T00:00:00.000Z,1.0,1,,1979-03-06T00:00:00.000Z,0,,,,,0,3.0,,,2.0,0,10.0,1.0,1492-10-12T00:00:00.000Z,1979-01-14T00:00:00.000Z,,,,0,1,0,6100.0,3000.0,1979,0,,,0.0,,1,N,,,0.0,,0.0,,,,0.0,0,,,0.0,500271.0,,,1.0,1.0,1.0,,,,0,0.0,,,0,VT,Currently Unavailable,5081.0,50017.0,50017959000.0,500179590001.0,44.2,-72.0,f49ab92a-e214-4b21-8249-85aef5cf5cbf
0,2026-02-11T00:00:00.000Z,1.0,1,,1996-06-10T00:00:00.000Z,0,,,,C,0,2.0,,,3.0,0,10.0,1.0,1968-08-01T00:00:00.000Z,1995-11-09T00:00:00.000Z,,,,0,1,0,100000.0,10000.0,1996,0,,0,0.0,,0,N,,0,0.0,,0.0,,,,0.0,0,,15000.0,0.0,500150.0,,,,99.0,1.0,,,,0,0.0,,,0,VT,Currently Unavailable,5149.0,50027.0,,,43.4,-72.7,cb21e893-919f-47d2-bd2b-9372163836cd
0,2026-02-11T00:00:00.000Z,,1,,2011-08-28T00:00:00.000Z,0,,,,A03,0,,,,2.0,0,,1.0,1949-01-01T00:00:00.000Z,2004-10-22T00:00:00.000Z,46075.21,0.0,0.0,0,1,0,121000.0,0.0,2011,0,48076.0,2,46075.21,179287.0,0,N,,,0.0,,0.0,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,500012.0,,,,,1.0,242280.0,,A,0,1.0,,1.0,0,VT,Currently Unavailable,5250.0,50003.0,50003970700.0,500039707002.0,43.1,-73.2,46d189ee-fc4b-4e5c-bb98-d386287e92d1
0,2026-02-11T00:00:00.000Z,,1,,2024-07-30T00:00:00.000Z,0,,,,A07,0,,,,2.0,0,,11.0,1934-01-01T00:00:00.000Z,2023-07-20T00:00:00.000Z,1754.84,0.0,0.0,0,RatingEngine,0,250000.0,0.0,2024,1,0.0,F,1754.84,253159.0,2,N,,,0.0,,,,,,,0,,30000.0,0.0,500031.0,,"ST. JOHNSBURY, TOWN OF",,,1.0,401407.0,,A,0,,,,0,VT,Currently Unavailable,5819.0,50005.0,50005957500.0,500059575002.0,44.5,-72.0,2364af64-baac-4d7f-965f-a915a062fb9c
0,2026-02-11T00:00:00.000Z,2.0,1,,2015-07-19T00:00:00.000Z,0,3,-6.0,607.5,AE,0,,605.0,601.9,3.0,0,,1.0,1900-01-01T00:00:00.000Z,2000-06-23T00:00:00.000Z,17529.49,0.0,0.0,0,1,0,143000.0,0.0,2015,0,22529.0,5,17529.49,155374.0,2,N,,0,0.0,,0.0,,,,0.0,0,,30000.0,0.0,500105.0,500105.0,"BARRE, CITY OF",,,1.0,194627.0,,A,0,4.0,AE,1.0,0,VT,Currently Unavailable,5641.0,50023.0,50023955100.0,500239551001.0,44.2,-72.5,aedb9d6f-17e2-4d48-a6a4-4cb37a75a8f7
0,2026-02-11T00:00:00.000Z,1.0,1,,1992-03-11T00:00:00.000Z,0,2,,,A,0,2.0,,,3.0,0,10.0,4.0,1902-07-01T00:00:00.000Z,1988-03-18T00:00:00.000Z,15000.0,0.0,0.0,0,2,0,16500.0,0.0,1992,0,18849.0,1,15000.0,458600.0,2,N,,0,0.0,,0.0,,940.0,,0.0,0,Flooding,,0.0,505518.0,,,97.0,,1.0,0.0,,A,0,36.0,,,0,VT,Currently Unavailable,5602.0,50023.0,50023954600.0,500239546001.0,44.3,-72.6,fb97b7c5-2fd4-457e-bdd0-999f44a1a7c2
0,2026-02-11T00:00:00.000Z,2.0,1,,2011-08-28T00:00:00.000Z,0,,,,AE,0,,,,2.0,0,,1.0,1975-07-01T00:00:00.000Z,2010-10-22T00:00:00.000Z,53000.0,0.0,0.0,0,1,0,58300.0,0.0,2011,1,59820.0,5,53000.0,156193.0,2,N,,,0.0,,0.0,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,500160.0,,,,,1.0,246288.0,,A,0,2.0,,1.0,0,VT,Currently Unavailable,5091.0,50027.0,50027965800.0,500279658001.0,43.6,-72.6,26f52987-1d3c-48b4-8e62-511663c5cb07
0,2026-02-11T00:00:00.000Z,,1,,2011-08-28T00:00:00.000Z,0,,,,X,0,,,,1.0,0,,6.0,1989-05-05T00:00:00.000Z,2010-03-06T00:00:00.000Z,31823.2,0.0,0.0,1,1,0,159700.0,0.0,2011,0,32823.0,F,31823.2,102675.0,2,N,,,0.0,,0.0,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,500155.0,500155.0,"STOCKBRIDGE, TOWN OF",,,1.0,128344.0,,A,0,2.0,X,8.0,0,VT,Currently Unavailable,5772.0,50027.0,50027965400.0,500279654004.0,43.8,-72.7,1506f3ed-ac11-43ad-b5a4-f5198f3aaa8c
0,2026-02-11T00:00:00.000Z,2.0,1,,2013-07-10T00:00:00.000Z,0,,,,X,0,,,,2.0,0,,1.0,1986-01-01T00:00:00.000Z,2012-10-31T00:00:00.000Z,,,,1,7,0,250000.0,100000.0,2013,0,,1,0.0,,4,N,,1,0.0,,0.0,,,,0.0,0,,30000.0,0.0,500064.0,,,20.0,97.0,1.0,,,A,0,1.0,,1.0,0,VT,Currently Unavailable,5661.0,50015.0,50015953500.0,500159535002.0,44.5,-72.7,4d26ba78-6192-4cf4-9a41-032130b2321a
0,2026-02-11T00:00:00.000Z,,1,,2023-09-20T00:00:00.000Z,0,,,,X,0,,,,2.0,0,,11.0,1930-01-01T00:00:00.000Z,2022-01-09T00:00:00.000Z,0.0,0.0,0.0,0,RatingEngine,0,250000.0,51000.0,2023,1,0.0,2,0.0,0.0,0,N,0.0,1,0.0,0.0,,,,,,0,,30000.0,0.0,500160.0,,"WOODSTOCK, TOWN OF",6.0,6.0,1.0,0.0,0.0,R,0,,,,0,VT,Currently Unavailable,5091.0,50027.0,50027965800.0,500279658003.0,43.6,-72.5,e1c0957a-e836-4764-8c7b-8171e804887d
0,2026-02-11T00:00:00.000Z,0.0,1,,2013-07-03T00:00:00.000Z,0,,,,AE,0,4.0,,,2.0,0,,11.0,1972-01-01T00:00:00.000Z,1994-08-12T00:00:00.000Z,7533.6,0.0,0.0,0,RatingEngine,0,130000.0,25000.0,2013,1,6470.0,2,7533.6,37389.0,2,N,,1,0.0,,0.0,,,,0.0,0,,30000.0,0.0,500036.0,500036.0,"HUNTINGTON, TOWN OF",20.0,,1.0,120612.0,,R,0,3.0,AE,1.0,0,VT,Currently Unavailable,5477.0,50007.0,50007003503.0,500070035031.0,44.3,-73.0,2da6c385-1367-4e15-9ea5-050393eb2275
0,2026-02-11T00:00:00.000Z,,1,,2023-07-10T00:00:00.000Z,0,,,,AE,0,,421.5,425.7,2.0,0,,11.0,1900-03-01T00:00:00.000Z,2021-10-25T00:00:00.000Z,25834.5,0.0,0.0,0,RatingEngine,0,250000.0,69000.0,2023,1,0.0,A,25834.5,0.0,4,N,0.0,A,0.0,0.0,,,,,0.0,0,Vermont/New York Flooding,30000.0,0.0,500123.0,,"WATERBURY, TOWN OF",,,1.0,0.0,0.0,A,0,0.0,,,0,VT,Currently Unavailable,5676.0,50023.0,50023954300.0,500239543004.0,44.3,-72.8,778f06e7-53b7-4abb-b649-c91fe80bc213
0,2026-02-11T00:00:00.000Z,,1,,1982-09-14T00:00:00.000Z,0,,,,,0,3.0,,,1.0,0,10.0,1.0,1492-10-12T00:00:00.000Z,1981-10-08T00:00:00.000Z,,,,0,1,0,16100.0,1100.0,1982,0,,,0.0,,1,N,,,0.0,,0.0,,,,0.0,0,,,0.0,500248.0,,,6.0,6.0,1.0,,,,0,0.0,,,0,VT,Currently Unavailable,5829.0,50019.0,50019951200.0,500199512003.0,44.9,-72.1,cb81b119-0cc4-452e-9708-4e29947d0762
0,2026-02-11T00:00:00.000Z,2.0,1,,2006-09-07T00:00:00.000Z,0,,,,A,0,,,,2.0,0,,1.0,1950-10-01T00:00:00.000Z,2006-01-05T00:00:00.000Z,,,,0,1,0,153100.0,0.0,2006,1,,0,0.0,,,N,,,0.0,,0.0,,,,0.0,0,,30000.0,0.0,500276.0,,,,6.0,1.0,,,,0,0.0,,,0,VT,Currently Unavailable,5669.0,50001.0,50001960600.0,500019606003.0,44.0,-72.8,64bfc091-7e3a-4df2-ace0-86021f2006fb
0,2026-02-11T00:00:00.000Z,,1,,1987-04-01T00:00:00.000Z,0,,,,,0,3.0,,,1.0,0,10.0,1.0,1950-07-01T00:00:00.000Z,1985-01-07T00:00:00.000Z,0.0,266.0,0.0,0,3,0,0.0,6300.0,1987,0,,0,0.0,,2,N,1266.0,1,266.0,0.0,0.0,,,,0.0,0,,,0.0,500139.0,,,,,0.0,,0.0,R,0,0.0,,,0,VT,Currently Unavailable,5158.0,50025.0,50025967600.0,500259676001.0,43.1,-72.5,1ecbfb66-9eb2-4508-aa19-9753ba5e2ec0
0,2026-02-11T00:00:00.000Z,,1,,2023-07-10T00:00:00.000Z,0,,,,X,0,,,,2.0,0,,18.0,1965-06-01T00:00:00.000Z,2012-12-01T00:00:00.000Z,180369.14,59733.65,0.0,0,RatingEngine,0,500000.0,348000.0,2023,0,190369.0,A,180369.14,814120.0,2,N,69734.0,A,59733.65,300000.0,,,,,,0,Vermont/New York Flooding,30000.0,0.0,500143.0,,"BETHEL, TOWN OF",,,1.0,1424206.0,0.0,A,0,0.0,,,0,VT,Currently Unavailable,5032.0,50027.0,50027966800.0,500279668001.0,43.8,-72.6,717e79af-38f3-40b8-8284-e067bf04afc9
0,2026-02-11T00:00:00.000Z,,1,,2023-07-10T00:00:00.000Z,0,,,,AE,0,,,,2.0,0,,12.0,1972-09-20T00:00:00.000Z,2022-11-01T00:00:00.000Z,0.0,0.0,0.0,0,RatingEngine,0,165000.0,21000.0,2023,0,,2,0.0,,2,N,,2,0.0,,,,,,,0,Vermont/New York Flooding,30000.0,0.0,500123.0,,"WATERBURY, TOWN OF",97.0,97.0,2.0,,,,0,1.0,,,0,VT,Currently Unavailable,5676.0,50023.0,50023954300.0,500239543004.0,44.3,-72.8,ee56867c-df4d-498b-8cbf-65d603e5d8f1
0,2026-02-11T00:00:00.000Z,,1,,2002-06-12T00:00:00.000Z,0,,,,X,0,,,,1.0,0,10.0,1.0,1964-01-01T00:00:00.000Z,1999-03-04T00:00:00.000Z,5500.0,5300.0,0.0,0,1,0,5500.0,5300.0,2002,1,6000.0,0,5500.0,6000.0,2,N,5800.0,0,5300.0,0.0,0.0,,,,0.0,0,,20000.0,0.0,500028.0,,,,,1.0,6560.0,0.0,A,0,0.0,,,0,VT,Currently Unavailable,5851.0,50005.0,,,44.5,-72.1,fd34b763-d222-41f9-8b5e-a65da782935e
0,2026-02-11T00:00:00.000Z,0.0,1,,2011-08-28T00:00:00.000Z,1,,3.0,433.2,AE,0,,,,2.0,0,10.0,12.0,1987-09-01T00:00:00.000Z,1999-04-04T00:00:00.000Z,76461.87,0.0,0.0,1,RatingEngine,0,200000.0,0.0,2011,0,77461.0,F,76461.87,242708.0,2,N,,,0.0,,,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,500116.0,500116.0,"MORETOWN, TOWN OF",,,2.0,295986.0,,A,0,3.0,AE,1.0,0,VT,Currently Unavailable,5660.0,50023.0,50023954400.0,500239544002.0,44.3,-72.7,bf82740c-9964-4796-8ff3-60428d399214
0,2026-02-11T00:00:00.000Z,,1,,2023-07-10T00:00:00.000Z,0,,,,AE,0,,,,2.0,0,,11.0,1911-01-01T00:00:00.000Z,2022-10-27T00:00:00.000Z,29230.49,0.0,0.0,0,RatingEngine,0,133000.0,0.0,2023,0,34230.0,5,29230.49,117239.0,4,N,,,0.0,,,,,,,0,Vermont/New York Flooding,30000.0,0.0,500105.0,,"BARRE, CITY OF",,,1.0,200157.0,,A,0,0.0,,,0,VT,Currently Unavailable,5641.0,50023.0,50023955100.0,500239551001.0,44.2,-72.5,20496b42-a453-44e1-91c1-93c1b7bb063b
