GEOID,town_name,IFLD_EALT_weighted,IFLD_EALP_weighted,IFLD_EALPE_weighted,IFLD_EALB_weighted,IFLD_EALA_weighted,POPULATION_weighted,BUILDVALUE_weighted,AGRIVALUE_weighted,AREA_weighted,ALAND_sqmi,EAL_per_capita,EAL_per_building_value,EAL_per_agricultural_value,weight,RISK_SCORE_avg,SOVI_SCORE_avg,IFLD_RISKS_avg,RESL_SCORE_avg,CRF_VALUE_avg
5000144350,Middlebury town,1397647.4707829999,0.00038119316481,5222.3463579,1388116.8902,4308.2342247026,9148.0,2593680426.0,12200923.0,40.01843625,39.23132140819684,152.7817523811762,0.000538866491327332,0.11455260153539203,2.0,36.85146207175,46.476040985,58.5203286837,73.7922047151,1.102941626
5000145550,Monkton town,374006.4294704332,0.0001692771556875667,2319.0970329194424,370192.3201706192,1495.0122668813012,1699.0244221346534,435986773.5419601,5602314.282040592,36.634567892324434,35.893396818698065,220.1301079595617,0.0008578389349566775,0.06675927315777164,0.4432623068444178,37.2492359649,39.30581058,65.6059362848,73.7922047151,1.037518976
5000148700,New Haven town,375349.99950998765,9.747097002602416e-05,1335.3522893590334,370644.1203926485,3370.5268268599607,1475.8213469772438,574444172.345683,19667681.537179925,41.926558619090656,41.15489664783517,254.3329518025838,0.000653414235150624,0.01908460836120533,0.29790499535269355,62.3333690081,43.24527631,83.2399843031,73.7922047151,1.068012043
5000153725,Orwell town,266720.8232014887,6.668049002231737e-05,913.5227133039976,262738.30212671723,3068.9983615886913,1436.6717625784167,463829078.91940796,24056848.65297352,50.218850395728424,47.22030055347782,185.65188663748827,0.0005750411850478923,0.011087105674105863,0.2692918017953921,60.29752773709999,53.22987621,77.1657569596,73.7922047151,1.148067341
5000153950,Panton town,199279.2196448024,5.174887137382604e-05,708.9595378227453,196780.79438978605,1789.4657165988685,783.5367703335793,304981448.09909886,10441881.534749843,22.25946954818666,15.479762567249313,254.3329518025838,0.000653414235150624,0.01908460836120533,0.15816244859377862,62.3333690081,43.24527631,83.2399843031,73.7922047151,1.068012043
5000159650,Ripton town,261278.5603060736,0.00014118111899269993,1934.181330201986,259096.89513218353,247.48384268486814,691.8909423586332,210596030.01513597,938326.8105992952,49.951620411487404,49.286048646547606,377.62968744089017,0.001240662325340582,0.2784515558488614,0.24057404115390585,45.7933478411,37.53598294,76.2941029574,73.7922047151,1.024681172
5000162575,Salisbury town,220097.4761464463,7.30098101728471e-05,1000.2343993711975,217210.7794191557,1886.4623276756452,1269.3063196656121,390546418.0416886,5809162.90365408,30.39764598680818,28.94125061843459,173.39981116963878,0.0005635629107804341,0.03788798486060713,0.5803869774419809,10.5823314664,29.05348575,22.5928436374,73.7922047151,0.961693803
5000165050,Shoreham town,247751.3217657765,6.193809444918731e-05,848.5518939522403,244052.04231548271,2850.7275564540805,1334.4939620761634,430841004.44934654,22345897.031035267,46.64722616614232,43.22414128205271,185.6518866374883,0.0005750411850478924,0.011087105674105865,0.25013944931137083,60.2975277371,53.22987621,77.1657569596,73.7922047151,1.148067341
5000170075,Starksboro town,469752.27433856676,0.0002126121975774333,2912.787106810558,464961.75102938083,1877.7362023586986,2133.9755778653466,547599619.4580399,7036509.717959408,46.01303675767557,45.36146344886446,220.13010795956168,0.0008578389349566774,0.06675927315777164,0.5567376931555822,37.2492359649,39.30581058,65.6059362848,73.7922047151,1.037518976
5000174650,Vergennes city,363293.84372,9.5727719341e-05,1311.46975497,361752.1495,230.224465483,2553.0,577571392.0,880042.0,2.55836958,2.455586562200443,142.3007613474344,0.0006290024899986736,0.41281421082175623,1.0,10.6453569263,42.33370846,24.8522469171,73.7922047151,1.06102194
