GEOID,town_name,total_population,occupied_housing_units,funding_acquisition_buyouts,funding_admin,funding_ecosystem_restoration,funding_equipment,funding_flood_control,funding_infrastructure_protection,funding_infrastructure_stormwater,funding_other,funding_planning,funding_structure_protection,federalShareObligated_adj,numberOfFinalProperties,numberOfProperties,2011_2022,2023_plus,pre_2011,cost_per_property,cost_per_final_property,share_acquisition_buyouts,share_admin,share_ecosystem_restoration,share_equipment,share_flood_control,share_infrastructure_protection,share_infrastructure_stormwater,share_other,share_planning,share_structure_protection,funding_per_capita,log_funding_per_capita,funding_per_occupied_unit,log_funding_per_occupied_unit,has_funding
5000575700.0,Walden town,1037.0,464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
5002175925.0,Wallingford town,2286.0,801.0,149192.53093698094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149192.53093698094,1.0,1.0,0.0,149192.53093698094,0.0,149192.53093698094,149192.53093698094,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.26357433813689,4.193640339548072,186.2578413695143,5.23248649799324,True
5000176075.0,Waltham town,452.0,204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
5002576225.0,Wardsboro town,820.0,344.0,681318.9312513274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,681318.9312513274,4.0,5.0,403316.4886044937,278002.4426468337,0.0,136263.7862502655,170329.73281283185,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,830.8767454284481,6.723684287333138,1980.5782885213005,7.591648921575613,True
5000976337.0,Warner's grant,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
5002376525.0,Warren town,1585.0,700.0,481640.5678783426,0.0,0.0,0.0,149024.39175913134,257724.29192581374,66275.72279458892,0.0,0.0,6756.386186149362,961421.3605440259,6.0,6.0,593682.2390405032,0.0,367739.1215035228,160236.89342400432,160236.89342400432,0.5009672009011776,0.0,0.0,0.0,0.15500424462673162,0.2680659100188693,0.06893514697560538,0.0,0.0,0.007027497477616081,606.5749908795116,6.409475609373368,1373.4590864914655,7.225815541059309,True
5000976562.0,Warren's gore,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
5001776750.0,Washington town,1056.0,517.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
5002376975.0,Waterbury town,5405.0,2315.0,1020834.7961673855,0.0,107451.77245439576,0.0,0.0,116049.23593124392,0.0,0.0,0.0,123887.54955251353,1368223.3541055387,1.0,5.0,239936.78548375744,1020834.7961673855,107451.77245439576,273644.67082110775,1368223.3541055387,0.7461024496506605,0.0,0.0785337950357098,0.0,0.0,0.08481746462156382,0.0,0.0,0.0,0.0905462906920659,253.1403060324771,5.537886500464209,591.0252069570362,6.38354921329685,True
5000577125.0,Waterford town,1279.0,503.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
5001577425.0,Waterville town,680.0,333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
5002777500.0,Weathersfield town,2856.0,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
5002177950.0,Wells town,1148.0,467.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
5001779975.0,West Fairlee town,711.0,334.0,194316.4165821084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194316.4165821084,2.0,2.0,0.0,194316.4165821084,0.0,97158.2082910542,97158.2082910542,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.30016396921013,5.6142229957166565,581.7856783895461,6.367819500219428,True
5002180875.0,West Haven town,234.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
5002182300.0,West Rutland town,2240.0,965.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
5002783050.0,West Windsor town,1171.0,485.0,66174.41406692716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66174.41406692716,2.0,2.0,66174.41406692716,0.0,0.0,33087.20703346358,33087.20703346358,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.51102823819569,4.051976724859791,136.44209085964363,4.923202671010536,True
5001980200.0,Westfield town,536.0,218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
5000780350.0,Westford town,2290.0,797.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
5002581400.0,Westminster town,2999.0,1284.0,56045.703657615355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56045.703657615355,1.0,1.0,56045.703657615355,0.0,0.0,56045.703657615355,56045.703657615355,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.688130596070476,2.980015946349489,43.64930191403065,3.7988386725761125,True
5001981700.0,Westmore town,465.0,195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
5002782000.0,Weston town,685.0,278.0,489879.37855538604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489879.37855538604,0.0,2.0,0.0,489879.37855538604,0.0,244939.68927769302,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715.1523774531183,6.57389296199013,1762.1560379690145,7.4748606855539625,True
5000183275.0,Weybridge town,781.0,331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
5000583500.0,Wheelock town,717.0,283.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
5000183800.0,Whiting town,532.0,217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
5002583950.0,Whitingham town,1368.0,559.0,247339.17778706443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247339.17778706443,1.0,2.0,247339.17778706443,0.0,0.0,123669.58889353221,247339.17778706443,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.80349253440383,5.202926392419159,442.4672232326734,6.094623894244412,True
5001784175.0,Williamstown town,3579.0,1329.0,0.0,0.0,0.0,0.0,0.0,0.0,103537.31585365173,0.0,0.0,0.0,103537.31585365173,0.0,0.0,0.0,0.0,103537.31585365173,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.929118707362875,3.3988318763045586,77.90618198167925,4.368259576895,True
5000784475.0,Williston town,10144.0,4421.0,0.0,0.0,0.0,0.0,0.0,0.0,159286.85514517495,0.0,0.0,0.0,159286.85514517495,0.0,0.0,159286.85514517495,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.70256852771835,2.8155625116510694,36.02959853996267,3.611717553385863,True
5002584700.0,Wilmington town,1747.0,1016.0,244438.0310442887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142338.58006016514,386776.61110445386,3.0,4.0,386776.61110445386,0.0,0.0,96694.15277611346,128925.53703481796,0.6319876228975883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3680123771024118,221.3947401857206,5.404453911852694,380.6856408508404,5.944597340104199,True
5002584850.0,Windham town,594.0,234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
5002784925.0,Windsor town,3554.0,1790.0,276840.1247071676,0.0,0.0,0.0,348820.98182394466,0.0,0.0,0.0,0.0,0.0,625661.1065311122,2.0,2.0,276840.1247071677,0.0,348820.98182394466,312830.5532655561,312830.5532655561,0.44247616132328854,0.0,0.0,0.0,0.5575238386767115,0.0,0.0,0.0,0.0,0.0,176.04420555180423,5.176399450272019,349.531344430789,5.859450130238814,True
5000385075.0,Winhall town,752.0,282.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
5000785150.0,Winooski city,8293.0,4102.0,49594.43606812369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49594.43606812369,1.0,1.0,49594.43606812369,0.0,0.0,49594.43606812369,49594.43606812369,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.980276868217013,1.9430885819212782,12.090306208708846,2.5718719722157273,True
5001585375.0,Wolcott town,1507.0,688.0,1156028.6436089939,0.0,0.0,0.0,88798.0626537167,0.0,0.0,0.0,0.0,0.0,1244826.7062627105,5.0,7.0,0.0,726405.8009801197,518420.9052825908,177832.38660895865,248965.3412525421,0.9286663258371832,0.0,0.0,0.0,0.07133367416281684,0.0,0.0,0.0,0.0,0.0,826.0296657350435,6.717840565885818,1809.341142823707,7.501270583198551,True
5002385525.0,Woodbury town,659.0,294.0,192055.04260935186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192055.04260935186,1.0,1.0,192055.04260935186,0.0,0.0,192055.04260935186,192055.04260935186,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.434055552886,5.6782391901527465,653.2484442494962,6.483487163493017,True
5000385675.0,Woodford town,282.0,122.0,509732.82335409336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509732.82335409336,2.0,2.0,509732.82335409336,0.0,0.0,254866.41167704668,254866.41167704668,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1807.5632033833099,7.500287998740188,4178.137896345028,8.337860259353866,True
5002785975.0,Woodstock town,3027.0,1361.0,0.0,120028.38935974761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120028.38935974761,240056.77871949523,1.0,1.0,0.0,240056.77871949523,0.0,240056.77871949523,240056.77871949523,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,79.30517962322274,4.385834122274986,176.38264417303103,5.178309230664526,True
5002386125.0,Worcester town,831.0,404.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
