projectIdentifier,programArea,programFy,disasterNumber,projectCounties,projectType,status,subrecipient,dateApproved,projectAmount,federalShareObligated,costSharePercentage,benefitCostRatio,netValueBenefits,numberOfFinalProperties,numberOfProperties,flood_mitigation_flag,subcategory,acquisition_buyouts,admin,ecosystem_restoration,equipment,flood_control,infrastructure_protection,infrastructure_stormwater,other,planning,structure_protection,funding_acquisition_buyouts,funding_admin,funding_ecosystem_restoration,funding_equipment,funding_flood_control,funding_infrastructure_protection,funding_infrastructure_stormwater,funding_other,funding_planning,funding_structure_protection,cost_per_property,cost_per_final_property,town_assigned,geo_level
DR-1184-0003-R,HMGP,1997,1184.0,LAMOILLE,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,WOLCOTT (TOWN OF),1998-03-13T00:00:00.000Z,206832.0,155124.0,0.75,0.0,0.0,2,2,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,155124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77562.0,77562.0,WOLCOTT TOWN,local
DR-1228-0006-R,HMGP,1998,1228.0,LAMOILLE,203.3: Wet Floodproofing Public Structures - Riverine,Withdrawn,Johnson (Town of),,0.0,0.0,0.0,1.58,11715.0,0,1,1.0,wet_floodproofing,False,False,False,False,False,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,JOHNSON TOWN,local
DR-1228-0015-R,HMGP,1998,1228.0,LAMOILLE,403.1: Stormwater Management - Culverts,Closed,STOWE (TOWN OF),2000-05-03T00:00:00.000Z,617200.0,252200.0,0.41,1.97,1380375.0,0,0,1.0,stormwater_culverts,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,252200.0,0.0,0.0,0.0,,,STOWE TOWN,local
DR-0875-0003-R,HMGP,1990,875.0,LAMOILLE,402.1: Infrastructure Protective Measures (Roads and Bridges),Closed,STOWE (TOWN OF),1993-11-16T00:00:00.000Z,54719.0,27360.0,0.5,0.0,0.0,0,0,1.0,roads_bridges_protection,False,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,27360.0,0.0,0.0,0.0,0.0,,,STOWE TOWN,local
DR-4720-0030-R,HMGP,2023,4720.0,LAMOILLE,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Cambridge (Town of),2024-08-28T00:00:00.000Z,444115.0,,0.75,0.0,0.0,0,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,CAMBRIDGE TOWN,local
DR-1184-0015-R,HMGP,1997,1184.0,LAMOILLE,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Cambridge (Town of ),1999-07-16T00:00:00.000Z,60000.0,45000.0,0.75,0.0,0.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,45000.0,CAMBRIDGE TOWN,local
DR-1201-0011-R,HMGP,1998,1201.0,LAMOILLE,302.1: Landslide Stabilization - Structural,Closed,CAMBRIDGE (TOWN OF),1999-06-07T00:00:00.000Z,38517.0,28888.0,0.75,1.86,93068.0,0,0,1.0,slope_stabilization,False,False,True,False,False,False,False,False,False,False,0.0,0.0,28888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,CAMBRIDGE TOWN,local
DR-1995-0002-P,HMGP,2011,1995.0,LAMOILLE,91.1: Local Multihazard Mitigation Plan,Closed,Jeffersonville,2016-12-13T00:00:00.000Z,37944.0,28458.0,0.75,0.0,0.0,0,0,0.0,local_mitigation_planning,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28458.0,0.0,,,CAMBRIDGE TOWN,local
DR-4022-0055-F,HMGP,2011,4022.0,LAMOILLE,"100.1: Public Awareness and Education (Brochures, Workshops, Videos, etc.)",Closed,Statewide,2015-08-13T00:00:00.000Z,0.0,0.0,0.75,0.0,0.0,0,0,0.0,public_awareness,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
DR-4720-0057-R,HMGP,2023,4720.0,LAMOILLE,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,2025-02-14T00:00:00.000Z,5627892.0,4220919.0,0.75,2.11,11991166.0,16,16,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,4220919.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263807.4375,263807.4375,,statewide
DR-4445-0002-P,HMGP,2019,4445.0,LAMOILLE,91.5: Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,Closed,Lamoille (County),2025-02-18T00:00:00.000Z,19894.92,14921.17,0.75,0.0,0.0,0,0,0.0,local_multijurisdictional_mitigation_planning,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14921.17,0.0,,,,regional
DR-4720-0059-R,HMGP,2023,4720.0,LAMOILLE,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,2024-12-19T00:00:00.000Z,499592.0,374694.0,0.75,1.0,1.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,374694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374694.0,374694.0,,statewide
DR-4720-0061-R,HMGP,2023,4720.0,LAMOILLE,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,2025-02-14T00:00:00.000Z,400840.0,300630.0,0.75,1.0,1.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,300630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300630.0,300630.0,,statewide
PDMC-PL-01-VT-2018-007,PDM,2018,,LAMOILLE,904.2: Advance Assistance (FMA and PDMC),Not Approved / Denied,Village of Jeffersonville,,115248.0,,0.75,,,0,0,0.0,technical_assistance,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,CAMBRIDGE TOWN,local
DR-1184-0008-R,HMGP,1997,1184.0,LAMOILLE,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,WOLCOTT (TOWN OF),1998-08-21T00:00:00.000Z,46672.0,35004.0,0.75,0.0,0.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,35004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35004.0,35004.0,WOLCOTT TOWN,local
PDMC-PL-01-VT-2016-005,PDM,2016,,LAMOILLE,91.3: Local Multihazard Mitigation Plan - UPDATE,Closed,Town of Eden,2017-03-07T00:00:00.000Z,12987.44,9740.58,0.75,,,0,0,0.0,local_mitigation_planning,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9740.58,0.0,,,EDEN TOWN,local
DR-4720-0002-R,HMGP,2023,4720.0,LAMOILLE,904.1: Advanced Assistance,Approved,Cambridge (Town of),2025-12-11T00:00:00.000Z,26525.0,19893.75,0.75,0.0,0.0,0,0,0.0,technical_assistance,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19893.75,0.0,,,CAMBRIDGE TOWN,local
DR-1101-0003-R,HMGP,1996,1101.0,LAMOILLE,405.1: Other Minor Flood Control,Closed,WOLCOTT (TOWN OF),1998-03-17T00:00:00.000Z,57683.0,43262.0,0.75,1.85,126585.0,0,0,1.0,minor_flood_control,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,43262.0,0.0,0.0,0.0,0.0,0.0,,,WOLCOTT TOWN,local
DR-4330-0002-P,HMGP,2017,4330.0,LAMOILLE,91.5: Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,Closed,Hyde Park (Town of),2024-12-17T00:00:00.000Z,10194.38,7645.78,0.75,0.0,0.0,0,0,0.0,local_multijurisdictional_mitigation_planning,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7645.78,0.0,,,HYDE PARK TOWN,local
DR-4022-0054-F,HMGP,2011,4022.0,LAMOILLE,"100.1: Public Awareness and Education (Brochures, Workshops, Videos, etc.)",Closed,Statewide,2015-08-13T00:00:00.000Z,0.0,0.0,0.75,0.0,0.0,0,0,0.0,public_awareness,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
DR-4532-0001-R,HMGP,2020,4532.0,LAMOILLE,402.1: Infrastructure Protective Measures (Roads and Bridges),Approved,VERMONT AGENCY OF TRANSPORTATION,2023-06-20T00:00:00.000Z,539700.0,485730.0,0.9,7.15,3958509.0,0,0,1.0,roads_bridges_protection,False,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,485730.0,0.0,0.0,0.0,0.0,,,,statewide
DR-4120-0005-R,HMGP,2013,4120.0,LAMOILLE,202.1: Elevation of Private Structures - Riverine,Closed,Cambridge (Town of),2023-04-05T00:00:00.000Z,197875.8,148406.85,0.75,0.0,0.0,1,1,1.0,elevation,False,False,False,False,False,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148406.85,148406.85,148406.85,CAMBRIDGE TOWN,local
FMA-PJ-01-VT-2023-002,FMA,2023,,LAMOILLE,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Obligated,Vermont Emergency Management,2024-09-25T00:00:00.000Z,997560.9,872865.79,0.88,2.0,2.0,2,2,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,872865.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436432.895,436432.895,,statewide
FMA-PJ-01-VT-2005-001,FMA,2005,,LAMOILLE,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Town of Belvidere,2006-04-26T00:00:00.000Z,34999.65,26249.65,0.75,4.54,159012.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,26249.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26249.65,26249.65,BELVIDERE TOWN,local
FMA-PJ-01-VT-2004-001,FMA,2004,,LAMOILLE,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Not Approved / Denied,Town of Belvidere,,34999.65,,0.75,4.54,159012.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,BELVIDERE TOWN,local
FMA-PJ-01-VT-2023-009,FMA,2023,,LAMOILLE,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Pending,Vermont Emergency Management,,2044450.0,,1.0,1.15,2359449.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
DR-1428-0003-R,HMGP,2002,1428.0,LAMOILLE,403.1: Stormwater Management - Culverts,Closed,Belvidere (Town of),2005-02-07T00:00:00.000Z,3780.0,2835.0,0.75,1.45,5465.0,0,0,1.0,stormwater_culverts,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2835.0,0.0,0.0,0.0,,,BELVIDERE TOWN,local
DR-1428-0013-R,HMGP,2002,1428.0,LAMOILLE,403.1: Stormwater Management - Culverts,Closed,Belvidere (Town of),2005-02-07T00:00:00.000Z,7130.0,5269.0,0.75,3.26,23252.0,0,0,1.0,stormwater_culverts,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,5269.0,0.0,0.0,0.0,,,BELVIDERE TOWN,local
LPDM-PJ-01-VT-2023-003,LPDM,2023,,LAMOILLE,500.3: Flood Control - Dam,Obligated,Town of Stowe Electric Department,2023-09-12T00:00:00.000Z,2593730.0,1200000.0,0.46,1.36,3520519.0,1,1,1.0,dam,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,1200000.0,0.0,0.0,0.0,0.0,0.0,1200000.0,1200000.0,STOWE TOWN,local
DR-1358-0004-R,HMGP,2001,1358.0,LAMOILLE,403.1: Stormwater Management - Culverts,Closed,Hyde Park (Town of),2004-11-16T00:00:00.000Z,22667.0,17000.0,0.75,1.05,27409.0,0,0,1.0,stormwater_culverts,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,17000.0,0.0,0.0,0.0,,,HYDE PARK TOWN,local
DR-1428-0009-R,HMGP,2002,1428.0,LAMOILLE,403.2: Stormwater Management - Diversions,Closed,Hyde Park (Town of),2005-02-07T00:00:00.000Z,975.0,731.0,0.75,3.25,6958.0,0,0,1.0,stormwater_diversions,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,731.0,0.0,0.0,0.0,,,HYDE PARK TOWN,local
DR-4022-0154-R,HMGP,2011,4022.0,LAMOILLE,403.1: Stormwater Management - Culverts,Closed,Jeffersonville,2024-02-09T00:00:00.000Z,582909.64,391267.66,0.67,1.01,708422.0,0,0,1.0,stormwater_culverts,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,391267.66,0.0,0.0,0.0,,,CAMBRIDGE TOWN,local
DR-4001-0004-M,HMGP,2011,4001.0,STATEWIDE,"700.1: Management Costs - Salaries; 
700.2: Management Costs - Equipment; 
700.4: Management Costs - Supplies",Closed,Statewide,2017-02-23T00:00:00.000Z,19715.0,19715.0,1.0,0.0,0.0,0,0,0.0,"equipment,salaries,supplies",False,True,False,False,False,False,False,False,False,False,0.0,19715.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
DR-4720-0058-R,HMGP,2023,4720.0,CHITTENDEN,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,2025-01-02T00:00:00.000Z,1165515.0,874136.25,0.75,0.0,0.0,2,2,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,874136.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437068.125,437068.125,,statewide
DR-1428-0012-R,HMGP,2002,1428.0,LAMOILLE,403.1: Stormwater Management - Culverts,Closed,Eden,2006-11-30T00:00:00.000Z,6875.0,5156.0,0.75,1.54,10590.0,0,0,1.0,stormwater_culverts,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,5156.0,0.0,0.0,0.0,,,EDEN TOWN,local
DR-4356-0002-R,HMGP,2018,4356.0,STATEWIDE,904.1: Advanced Assistance,Closed,Statewide,2022-12-29T00:00:00.000Z,30550.0,18750.0,0.61,1.0,25000.0,0,0,0.0,technical_assistance,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18750.0,0.0,,,,statewide
DR-1790-0007-R,HMGP,2008,1790.0,CHITTENDEN,403.1: Stormwater Management - Culverts,Closed,Underhill (Town of),2015-05-19T00:00:00.000Z,0.0,0.0,0.75,4.27,387078.0,0,0,1.0,stormwater_culverts,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,UNDERHILL TOWN,local
DR-4022-0078-R,HMGP,2011,4022.0,CHITTENDEN,403.1: Stormwater Management - Culverts,Closed,Williston (Town of),2017-03-02T00:00:00.000Z,148370.0,111278.0,0.75,1.29,265168.0,0,0,1.0,stormwater_culverts,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,111278.0,0.0,0.0,0.0,,,WILLISTON TOWN,local
FMA-MC-01-VT-2023-010,FMA,2023,,,700.1: Management Costs - Salaries,Obligated,Vermont Emergency Management,2024-11-25T00:00:00.000Z,972273.51,782680.17,0.8,,,0,0,0.0,salaries,False,True,False,False,False,False,False,False,False,False,0.0,782680.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
DR-4163-0001-R,HMGP,2014,4163.0,STATEWIDE,904.1: Advanced Assistance,Closed,Statewide,2016-03-10T00:00:00.000Z,0.0,0.0,0.75,1.0,104991.0,0,0,0.0,technical_assistance,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
DR-4022-0063-R,HMGP,2011,4022.0,CHITTENDEN,"403.1: Stormwater Management - Culverts; 
403.2: Stormwater Management - Diversions",Closed,Westford (Town of),2016-05-11T00:00:00.000Z,0.0,0.0,0.75,3.0,280171.0,0,0,1.0,"stormwater_culverts,stormwater_diversions",False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,WESTFORD TOWN,local
DR-4720-0053-R,HMGP,2023,4720.0,CHITTENDEN,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,2025-02-14T00:00:00.000Z,532000.0,,0.75,0.0,0.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
DR-4720-0082,HMGP,2023,4720.0,CHITTENDEN,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Pending,Statewide,,3832100.0,,0.75,0.0,0.0,10,10,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
DR-4022-0022-R,HMGP,2011,4022.0,CHITTENDEN,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Burlington,2017-05-23T00:00:00.000Z,201870.0,151403.0,0.75,0.0,0.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,151403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151403.0,151403.0,BURLINGTON CITY,local
DR-4066-0001-M,HMGP,2012,4066.0,STATEWIDE,"700.1: Management Costs - Salaries; 
700.2: Management Costs - Equipment; 
700.4: Management Costs - Supplies",Closed,Statewide,2018-11-05T00:00:00.000Z,864.0,863.76,1.0,0.0,0.0,0,0,0.0,"equipment,salaries,supplies",False,True,False,False,False,False,False,False,False,False,0.0,863.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
DR-4720-0025-R,HMGP,2023,4720.0,LAMOILLE,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Cambridge (Town of),2024-10-01T00:00:00.000Z,444115.0,333086.25,0.75,0.0,0.0,0,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,333086.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333086.25,,CAMBRIDGE TOWN,local
FMA-PL-01-VT-2007-001,FMA,2007,,,95.1: FMA or CRS Plan,Obligated,Vermont Emergency Management,2007-05-31T00:00:00.000Z,0.0,10500.0,0.75,,,0,0,0.0,mitigation_planning,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,0.0,,,,statewide
DR-4232-0001-M,HMGP,2015,4232.0,STATEWIDE,700.1: Management Costs - Salaries,Closed,Statewide,2018-11-05T00:00:00.000Z,7540.0,7539.64,1.0,0.0,0.0,0,0,0.0,salaries,False,True,False,False,False,False,False,False,False,False,0.0,7539.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
PDMC-MC-01-VT-2016-004,PDM,2016,,,700.1: Management Costs - Salaries,Closed,Vermont Division of Emergency Management & Homeland Security,2019-05-15T00:00:00.000Z,61550.0,46162.49,0.75,,,0,0,0.0,salaries,False,True,False,False,False,False,False,False,False,False,0.0,46162.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
DR-4532-0003-R,HMGP,2020,4532.0,CHITTENDEN,200.6: Acquisition of Private Real Property (Structures and Land) - Landslide,Approved,Burlington,2026-02-13T00:00:00.000Z,629045.0,530775.0,0.9,4.43,2059809.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,530775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530775.0,530775.0,BURLINGTON CITY,local
DR-1228-M001-M,HMGP,1998,1228.0,STATEWIDE,700.1: Management Costs - Salaries,Closed,DEPT. OF PUBLIC SAFE,2000-05-22T00:00:00.000Z,66932.0,50199.0,0.75,0.0,0.0,0,0,0.0,salaries,False,True,False,False,False,False,False,False,False,False,0.0,50199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
PDMC-TA-01-VT-2007-004,PDM,2007,,,"700.1: Management Costs - Salaries; 
700.2: Management Costs - Equipment; 
700.4: Management Costs - Supplies",Closed,Vermont Emergency Management,2008-07-14T00:00:00.000Z,75839.96,59009.95,0.75,,,0,0,0.0,"equipment,salaries,supplies",False,True,False,False,False,False,False,False,False,False,0.0,59009.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
DR-1101-0023-F,HMGP,1996,1101.0,STATEWIDE,"100.1: Public Awareness and Education (Brochures, Workshops, Videos, etc.)",Closed,VT AGENCY OF COMMUNIITY AFFAIRS & DEVELOPMENT,1999-12-27T00:00:00.000Z,750.0,562.0,0.75,0.0,0.0,0,0,0.0,public_awareness,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562.0,0.0,,,,statewide
DR-1228-0023-F,HMGP,1998,1228.0,STATEWIDE,90.6: Mitigation Plan - State Multihazard Mitigation Plan,Closed,DEPT. OF PUBLIC SAFE,2001-06-26T00:00:00.000Z,23301.0,17476.0,0.75,0.0,0.0,0,0,0.0,state_mitigation_planning,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17476.0,0.0,,,,statewide
DR-4720-0097,HMGP,2023,4720.0,STATEWIDE,"700.1: Management Costs - Salaries; 
700.2: Management Costs - Equipment; 
700.3: Management Costs - Office Space Rental; 
700.4: Management Costs - Supplies",Pending,Statewide,,3746270.29,,1.0,0.0,0.0,0,0,0.0,"equipment,office_space_rental,salaries,supplies",False,True,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
DR-4720-0072-R,HMGP,2023,4720.0,CHITTENDEN,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,2025-04-28T00:00:00.000Z,1981194.0,,0.75,0.0,0.0,5,5,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
DR-1228-0021-F,HMGP,1998,1228.0,STATEWIDE,90.4: Mitigation Plan - Local Multihazard Mitigation Plan,Closed,DEPT. OF PUBLIC SAFE,2001-03-08T00:00:00.000Z,10905.0,8179.0,0.75,0.0,0.0,0,0,0.0,local_mitigation_planning,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8179.0,0.0,,,,statewide
DR-9005-0003-R,PDM,2000,9005.0,,90.4: Mitigation Plan - Local Multihazard Mitigation Plan,Closed,,2002-08-12T00:00:00.000Z,20200.0,13300.0,0.66,0.0,0.0,0,0,0.0,local_mitigation_planning,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13300.0,0.0,,,,unknown
DR-9005-0014-R,PDM,2000,9005.0,,90.4: Mitigation Plan - Local Multihazard Mitigation Plan,Closed,,2002-08-12T00:00:00.000Z,20450.0,20450.0,1.0,0.0,0.0,0,0,0.0,local_mitigation_planning,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20450.0,0.0,,,,unknown
DR-4720-0103,HMGP,2023,4720.0,ADDISON; BENNINGTON; CALEDONIA; CHITTENDEN; ESSEX; FRANKLIN; GRAND ISLE; LAMOILLE; ORANGE; ORLEANS; RUTLAND; STATEWIDE; WASHINGTON; WINDHAM; WINDSOR,95.2: Planning Related Activities,Pending,Statewide,,2400000.0,,0.75,0.0,0.0,0,0,0.0,planning_related,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
DR-9005-0001-R,PDM,2000,9005.0,STATEWIDE,90.6: Mitigation Plan - State Multihazard Mitigation Plan,Closed,VERMONT DEPARTMENT OF PUBLIC SAFETY,2002-08-12T00:00:00.000Z,62350.0,47850.0,0.77,0.0,0.0,0,0,0.0,state_mitigation_planning,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47850.0,0.0,,,,statewide
DR-9005-0006-R,PDM,2000,9005.0,"ORLEANS, ESSEX & CALEDONIA CTY",90.4: Mitigation Plan - Local Multihazard Mitigation Plan,Closed,,2002-08-12T00:00:00.000Z,18500.0,11000.0,0.59,0.0,0.0,0,0,0.0,local_mitigation_planning,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11000.0,0.0,,,,unknown
DR-9079-0001-R,PDM,2003,9079.0,SEE ABOVE DESCRIPTION,90.4: Mitigation Plan - Local Multihazard Mitigation Plan,Closed,DEPT. OF PUBLIC SAFE,2003-06-26T00:00:00.000Z,325326.44,248375.0,0.76,,,0,0,0.0,local_mitigation_planning,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248375.0,0.0,,,,statewide
DR-9005-0013-R,PDM,2000,9005.0,,90.4: Mitigation Plan - Local Multihazard Mitigation Plan,Closed,,2002-08-12T00:00:00.000Z,3402.0,3402.0,1.0,0.0,0.0,0,0,0.0,local_mitigation_planning,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3402.0,0.0,,,,unknown
DR-4022-0106-P,HMGP,2011,4022.0,STATEWIDE,91.1: Local Multihazard Mitigation Plan,Closed,Statewide,2024-09-13T00:00:00.000Z,642806.26,484270.19,0.75,0.0,0.0,0,0,0.0,local_mitigation_planning,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484270.19,0.0,,,,statewide
FMA-MC-01-VT-2017-002,FMA,2017,,,700.1: Management Costs - Salaries,Closed,Vermont Emergency Management,2018-08-21T00:00:00.000Z,3675.0,2756.25,0.75,,,0,0,0.0,salaries,False,True,False,False,False,False,False,False,False,False,0.0,2756.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
DR-4022-0116-F,HMGP,2011,4022.0,STATEWIDE,"100.1: Public Awareness and Education (Brochures, Workshops, Videos, etc.)",Closed,Statewide,2023-11-03T00:00:00.000Z,0.0,,0.75,0.0,0.0,0,0,0.0,public_awareness,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
DR-4022-0039-R,HMGP,2011,4022.0,STATEWIDE; WINDSOR,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Hartford (Town of),2023-11-02T00:00:00.000Z,592585.24,444438.92,0.75,0.0,0.0,2,2,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,444438.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222219.46,222219.46,HARTFORD TOWN,local
