projectIdentifier,programArea,programFy,disasterNumber,projectCounties,projectType,status,subrecipient,dateApproved,projectAmount,federalShareObligated,costSharePercentage,benefitCostRatio,netValueBenefits,numberOfFinalProperties,numberOfProperties,flood_mitigation_flag,subcategory,acquisition_buyouts,admin,ecosystem_restoration,equipment,flood_control,infrastructure_protection,infrastructure_stormwater,other,planning,structure_protection,funding_acquisition_buyouts,funding_admin,funding_ecosystem_restoration,funding_equipment,funding_flood_control,funding_infrastructure_protection,funding_infrastructure_stormwater,funding_other,funding_planning,funding_structure_protection,cost_per_property,cost_per_final_property,town_assigned,geo_level
DR-4022-0003-P,HMGP,2011,4022.0,STATEWIDE,91.1: Local Multihazard Mitigation Plan,Closed,Statewide,2023-11-08T00:00:00.000Z,97610.56,67998.5,0.7,0.0,0.0,0,0,0.0,local_mitigation_planning,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67998.5,0.0,,,,statewide
DR-1101-0022-F,HMGP,1996,1101.0,STATEWIDE,90.6: Mitigation Plan - State Multihazard Mitigation Plan,Closed,VT AGENCY OF NATURAL,1999-09-02T00:00:00.000Z,2943.0,2207.0,0.75,0.0,0.0,0,0,0.0,state_mitigation_planning,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2207.0,0.0,,,,statewide
DR-4720-0099,HMGP,2023,4720.0,CHITTENDEN,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Pending,Richmond (Town of),,1288800.0,,0.75,0.0,0.0,0,2,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,RICHMOND TOWN,local
DR-4770-0002,HMGP,2024,4770.0,CHITTENDEN,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Pending,Huntington,,437306.0,,0.75,0.0,0.0,0,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,HUNTINGTON TOWN,local
DR-4380-0002-P,HMGP,2018,4380.0,STATEWIDE,91.5: Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,Closed,Statewide,2023-09-08T00:00:00.000Z,15903.24,11927.43,0.75,0.0,0.0,0,0,0.0,local_multijurisdictional_mitigation_planning,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11927.43,0.0,,,,statewide
DR-4022-0127-R,HMGP,2011,4022.0,CHITTENDEN,202.1: Elevation of Private Structures - Riverine,Closed,Bolton (Town of),2023-12-08T00:00:00.000Z,129262.61,96946.95,0.75,0.0,0.0,4,5,1.0,elevation,False,False,False,False,False,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96946.95,19389.39,24236.7375,BOLTON TOWN,local
DR-1816-0003-F,HMGP,2009,1816.0,STATEWIDE,"100.1: Public Awareness and Education (Brochures, Workshops, Videos, etc.)",Closed,TOW-RIVERS-OTTAUQECHEE REGIONAL COMMISSION,,0.0,0.0,0.75,0.0,0.0,0,0,0.0,public_awareness,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,regional
PDMC-MC-01-VT-2017-005,PDM,2017,,,"700.1: Management Costs - Salaries; 
700.4: Management Costs - Supplies",Closed,Vermont Emergency Management,2020-12-07T00:00:00.000Z,88025.0,66018.74,0.75,,,0,0,0.0,"salaries,supplies",False,True,False,False,False,False,False,False,False,False,0.0,66018.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
DR-9005-0004-R,PDM,2000,9005.0,CHITTENDEN,90.4: Mitigation Plan - Local Multihazard Mitigation Plan,Closed,,2002-08-12T00:00:00.000Z,18600.0,12900.0,0.69,0.0,0.0,0,0,0.0,local_mitigation_planning,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12900.0,0.0,,,,unknown
DR-9005-0010-R,PDM,2000,9005.0,,90.4: Mitigation Plan - Local Multihazard Mitigation Plan,Closed,,2002-08-12T00:00:00.000Z,21800.0,13700.0,0.63,0.0,0.0,0,0,0.0,local_mitigation_planning,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13700.0,0.0,,,,unknown
DR-9005-0016-R,PDM,2000,9005.0,,90.4: Mitigation Plan - Local Multihazard Mitigation Plan,Closed,,2002-08-12T00:00:00.000Z,18000.0,15000.0,0.83,0.0,0.0,0,0,0.0,local_mitigation_planning,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,,,,unknown
DR-4720-0001-R,HMGP,2023,4720.0,STATEWIDE,904.1: Advanced Assistance,Approved,Statewide,2023-10-26T00:00:00.000Z,800000.0,600000.0,0.75,0.0,0.0,0,0,0.0,technical_assistance,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600000.0,0.0,,,,statewide
DR-0875-0008-R,HMGP,1990,875.0,STATEWIDE,"100.1: Public Awareness and Education (Brochures, Workshops, Videos, etc.)",Closed,DEPT. OF PUBLIC SAFE,1995-03-01T00:00:00.000Z,149400.0,43205.0,0.29,0.0,0.0,0,0,0.0,public_awareness,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43205.0,0.0,,,,statewide
DR-1063-M001-M,HMGP,1995,1063.0,STATEWIDE,700.1: Management Costs - Salaries,Closed,DEPT. OF PUBLIC SAFE,1996-02-05T00:00:00.000Z,51685.0,38700.0,0.75,0.0,0.0,0,0,0.0,salaries,False,True,False,False,False,False,False,False,False,False,0.0,38700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
DR-1228-0022-F,HMGP,1998,1228.0,STATEWIDE,"100.1: Public Awareness and Education (Brochures, Workshops, Videos, etc.)",Closed,VT AGENCY OF NATURAL,2001-06-26T00:00:00.000Z,20000.0,15000.0,0.75,0.0,0.0,0,0,0.0,public_awareness,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,,,,statewide
DR-1816-0005-F,HMGP,2009,1816.0,STATEWIDE,"100.1: Public Awareness and Education (Brochures, Workshops, Videos, etc.)",Closed,Statewide,2014-08-12T00:00:00.000Z,4677.0,3508.0,0.75,0.0,0.0,0,0,0.0,public_awareness,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3508.0,0.0,,,,statewide
DR-4532-0011-R,HMGP,2020,4532.0,CHITTENDEN,303.2: Floodplain and Stream Restoration,Approved,Jericho (Town of),2024-04-03T00:00:00.000Z,893000.0,803700.0,0.9,2.49,2149050.0,0,0,1.0,floodplain_restoration,False,False,True,False,False,False,False,False,False,False,0.0,0.0,803700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,JERICHO TOWN,local
DR-4380-0001-M,HMGP,2018,4380.0,STATEWIDE,"700.1: Management Costs - Salaries; 
700.2: Management Costs - Equipment; 
700.4: Management Costs - Supplies",Closed,Statewide,2023-10-03T00:00:00.000Z,16442.94,16442.94,1.0,0.0,0.0,0,0,0.0,"equipment,salaries,supplies",False,True,False,False,False,False,False,False,False,False,0.0,16442.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
DR-4022-0050-F,HMGP,2011,4022.0,STATEWIDE,"100.1: Public Awareness and Education (Brochures, Workshops, Videos, etc.)",Closed,Statewide,2023-11-03T00:00:00.000Z,71613.15,50657.67,0.71,0.0,0.0,0,0,0.0,public_awareness,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50657.67,0.0,,,,statewide
DR-4022-0089-R,HMGP,2011,4022.0,CHITTENDEN,403.1: Stormwater Management - Culverts,Closed,VERMONT AGENCY OF TRANSPORTATION,2023-11-07T00:00:00.000Z,457617.06,337500.0,0.74,3.05,602982.0,0,0,1.0,stormwater_culverts,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,337500.0,0.0,0.0,0.0,,,,statewide
DR-9005-0007-R,PDM,2000,9005.0,GRAND ISLE & FRANKLIN COUNTIES,90.4: Mitigation Plan - Local Multihazard Mitigation Plan,Closed,,2002-08-12T00:00:00.000Z,11000.0,8000.0,0.73,0.0,0.0,0,0,0.0,local_mitigation_planning,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,0.0,,,,unknown
DR-9005-0011-R,PDM,2000,9005.0,,90.4: Mitigation Plan - Local Multihazard Mitigation Plan,Closed,,2002-08-12T00:00:00.000Z,5900.0,5000.0,0.85,0.0,0.0,0,0,0.0,local_mitigation_planning,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,,,,unknown
DR-9005-0015-R,PDM,2000,9005.0,,90.4: Mitigation Plan - Local Multihazard Mitigation Plan,Closed,,2002-08-12T00:00:00.000Z,57375.0,50000.0,0.87,0.0,0.0,0,0,0.0,local_mitigation_planning,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,0.0,,,,unknown
DR-1228-0005-R,HMGP,1998,1228.0,STATEWIDE,"301.1: Shoreline Stabilization (Riprap, etc.)",Closed,VT DEPT. OF ENVIRON. CONSERVATION,1999-11-02T00:00:00.000Z,243617.0,182500.0,0.75,1.04,60861.0,0,0,1.0,shoreline_stabilization,False,False,True,False,False,False,False,False,False,False,0.0,0.0,182500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
DR-0840-0006-R,HMGP,1989,840.0,,"100.1: Public Awareness and Education (Brochures, Workshops, Videos, etc.)",Closed,VT AGENCY OF COMMUNIITY AFFAIRS & DEVELOPMENT,1994-06-01T00:00:00.000Z,25000.0,12500.0,0.5,0.0,0.0,0,0,0.0,public_awareness,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12500.0,0.0,,,,statewide
DR-1184-M000-M,HMGP,1997,1184.0,CHITTENDEN,700.1: Management Costs - Salaries,Closed,UNIV OF VERMONT,1998-11-17T00:00:00.000Z,71013.0,53259.0,0.75,0.0,0.0,0,0,0.0,salaries,False,True,False,False,False,False,False,False,False,False,0.0,53259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,unknown
DR-4140-0003-M,HMGP,2013,4140.0,STATEWIDE,"700.1: Management Costs - Salaries; 
700.2: Management Costs - Equipment; 
700.4: Management Costs - Supplies",Closed,Statewide,2019-02-26T00:00:00.000Z,16206.0,16205.86,1.0,0.0,0.0,0,0,0.0,"equipment,salaries,supplies",False,True,False,False,False,False,False,False,False,False,0.0,16205.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
DR-4022-0079-R,HMGP,2011,4022.0,CHITTENDEN,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Underhill (Town of),2023-10-11T00:00:00.000Z,272418.75,204311.07,0.75,0.0,0.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,204311.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204311.07,204311.07,UNDERHILL TOWN,local
DR-1995-0009-R,HMGP,2011,1995.0,CHITTENDEN,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Richmond (Town of),2013-12-11T00:00:00.000Z,301029.0,225772.0,0.75,0.0,0.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,225772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225772.0,225772.0,RICHMOND TOWN,local
DR-4762-0001,HMGP,2024,4762.0,CHITTENDEN,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Pending,Statewide,,499000.0,,0.75,1.24,619582.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
DR-1101-0012-F,HMGP,1996,1101.0,STATEWIDE,"100.1: Public Awareness and Education (Brochures, Workshops, Videos, etc.)",Closed,VT AGENCY OF TRANSPORTATION,1998-04-06T00:00:00.000Z,10000.0,7500.0,0.75,0.0,0.0,0,0,0.0,public_awareness,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7500.0,0.0,,,,statewide
DR-1063-0011-F,HMGP,1995,1063.0,STATEWIDE,602.1: Other Equipment Purchase and Installation,Closed,DEPT. OF PUBLIC SAFE,1998-04-28T00:00:00.000Z,18482.0,13862.0,0.75,,,0,0,0.0,other_equipment,False,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,13862.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
DR-4043-0003-M,HMGP,2012,4043.0,STATEWIDE,"700.1: Management Costs - Salaries; 
700.2: Management Costs - Equipment; 
700.4: Management Costs - Supplies",Closed,Statewide,2018-11-06T00:00:00.000Z,316.0,315.75,1.0,0.0,0.0,0,0,0.0,"equipment,salaries,supplies",False,True,False,False,False,False,False,False,False,False,0.0,315.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
DR-4207-0007-M,HMGP,2015,4207.0,STATEWIDE,700.1: Management Costs - Salaries,Closed,Statewide,2019-04-29T00:00:00.000Z,8584.0,8584.76,1.0,0.0,0.0,0,0,0.0,salaries,False,True,False,False,False,False,False,False,False,False,0.0,8584.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
DR-1201-M001-M,HMGP,1998,1201.0,CHITTENDEN,700.1: Management Costs - Salaries,Closed,UNIV OF VERMONT,1998-03-16T00:00:00.000Z,52130.0,39097.0,0.75,0.0,0.0,0,0,0.0,salaries,False,True,False,False,False,False,False,False,False,False,0.0,39097.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,unknown
DR-1228-0004-F,HMGP,1998,1228.0,STATEWIDE,"103.1: Feasibility, Engineering and Design Studies",Closed,VT DEPT. OF ENVIRON. CONSERVATION,1998-12-09T00:00:00.000Z,38700.0,29000.0,0.75,0.0,0.0,0,0,0.0,feasibility_study,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29000.0,0.0,,,,statewide
DR-4330-0001-M,HMGP,2017,4330.0,STATEWIDE,"700.2: Management Costs - Equipment; 
700.4: Management Costs - Supplies",Approved,Statewide,2025-09-02T00:00:00.000Z,52935.22,52935.22,1.0,0.0,0.0,0,0,0.0,"equipment,supplies",False,True,False,False,False,False,False,False,False,False,0.0,52935.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
DR-4770-0001-M,HMGP,2024,4770.0,STATEWIDE,"700.1: Management Costs - Salaries; 
700.2: Management Costs - Equipment; 
700.3: Management Costs - Office Space Rental; 
700.4: Management Costs - Supplies",Approved,Statewide,2025-10-16T00:00:00.000Z,39295.67,39295.67,1.0,0.0,0.0,0,0,0.0,"equipment,office_space_rental,salaries,supplies",False,True,False,False,False,False,False,False,False,False,0.0,39295.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
DR-1228-0009-R,HMGP,1998,1228.0,CHITTENDEN,403.1: Stormwater Management - Culverts,Closed,RICHMOND (TOWN OF),1999-08-10T00:00:00.000Z,40800.0,30600.0,0.75,1.36,55564.0,0,0,1.0,stormwater_culverts,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,30600.0,0.0,0.0,0.0,,,RICHMOND TOWN,local
FMA-PL-01-VT-2004-001,FMA,2004,,,95.1: FMA or CRS Plan,Closed,Vermont Emergency Management,2005-09-14T00:00:00.000Z,13500.0,10125.0,0.75,,,0,0,0.0,mitigation_planning,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10125.0,0.0,,,,statewide
DR-1063-0009-R,HMGP,1995,1063.0,CHITTENDEN,"301.1: Shoreline Stabilization (Riprap, etc.)",Closed,COLCHESTER (TOWN OF),1997-08-22T00:00:00.000Z,308500.0,231375.0,0.75,1.28,393321.0,0,0,1.0,shoreline_stabilization,False,False,True,False,False,False,False,False,False,False,0.0,0.0,231375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,COLCHESTER TOWN,local
FMA-TA-01-VT-2007-001,FMA,2007,,,701.1: Technical Assistance - Outreach/Training,Obligated,Vermont Emergency Management,2007-05-31T00:00:00.000Z,0.0,11039.74,0.75,,,0,0,0.0,technical_assistance,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11039.74,0.0,,,,statewide
DR-1184-0012-R,HMGP,1997,1184.0,CHITTENDEN,403.1: Stormwater Management - Culverts,Closed,"ESSEX, Town of",1999-03-05T00:00:00.000Z,95245.0,12592.0,0.13,2.26,215132.0,0,0,1.0,stormwater_culverts,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,12592.0,0.0,0.0,0.0,,,ESSEX TOWN,local
DR-1201-0002-R,HMGP,1998,1201.0,CHITTENDEN,204.3: Dry Floodproofing Public Structures - Riverine,Closed,Ethan Allen Homestead Trust,1999-06-14T00:00:00.000Z,10920.0,8190.0,0.75,1.0,10920.0,1,1,1.0,dry_floodproofing,False,False,False,False,False,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8190.0,8190.0,8190.0,BURLINGTON CITY,local
DR-4330-0005-R,HMGP,2017,4330.0,CHITTENDEN,200.3: Acquisition of Public Real Property (Structures and Land) - Riverine,Closed,Winooski,2024-02-06T00:00:00.000Z,50345.0,37758.0,0.75,0.0,0.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,37758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37758.0,37758.0,WINOOSKI CITY,local
PDMC-PL-01-VT-2017-003,PDM,2017,,,"91.2: Local Multihazard Mitigation Plan - NEW; 
91.3: Local Multihazard Mitigation Plan - UPDATE; 
91.5: Local Multijurisdictional Multihazard Mitigation Plan - UPDATE",Closed,Vermont Emergency Management,2018-05-31T00:00:00.000Z,156250.0,117187.5,0.75,,,0,0,0.0,"local_mitigation_planning,local_multijurisdictional_mitigation_planning",False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117187.5,0.0,,,,statewide
DR-1063-0012-R,HMGP,1995,1063.0,CHITTENDEN,403.1: Stormwater Management - Culverts,Closed,"ESSEX, Town of",1999-03-05T00:00:00.000Z,86689.0,52425.0,0.6,2.26,215132.0,0,0,1.0,stormwater_culverts,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,52425.0,0.0,0.0,0.0,,,ESSEX TOWN,local
PDMC-PJ-01-VT-2018-006,PDM,2018,,CHITTENDEN,200.6: Acquisition of Private Real Property (Structures and Land) - Landslide,Closed,Town of Huntington VT,2019-08-14T00:00:00.000Z,390285.0,292713.75,0.75,7.19,2030463.0,2,2,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,292713.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146356.875,146356.875,HUNTINGTON TOWN,local
DR-1184-0018-R,HMGP,1997,1184.0,CHITTENDEN,"301.1: Shoreline Stabilization (Riprap, etc.)",Closed,JERICHO (TOWN OF),2000-01-05T00:00:00.000Z,135485.0,101614.0,0.75,1.04,145186.0,0,0,1.0,shoreline_stabilization,False,False,True,False,False,False,False,False,False,False,0.0,0.0,101614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,JERICHO TOWN,local
PDMC-PL-01-VT-2019-003,BRIC,2019,,,"91.3: Local Multihazard Mitigation Plan - UPDATE; 
91.5: Local Multijurisdictional Multihazard Mitigation Plan - UPDATE",Closed,Vermont Emergency Management,2020-07-14T00:00:00.000Z,253750.0,190312.5,0.75,,,0,0,0.0,"local_mitigation_planning,local_multijurisdictional_mitigation_planning",False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190312.5,0.0,,,,statewide
DR-4022-0132-R,HMGP,2011,4022.0,CHITTENDEN,202.1: Elevation of Private Structures - Riverine,Closed,Richmond (Town of),2021-04-12T00:00:00.000Z,0.0,0.0,0.75,0.0,0.0,7,7,1.0,elevation,False,False,False,False,False,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RICHMOND TOWN,local
DR-1101-0020-R,HMGP,1996,1101.0,CHITTENDEN,403.1: Stormwater Management - Culverts,Closed,HUNTINGTON (TOWN OF),1999-06-10T00:00:00.000Z,12645.0,9484.0,0.75,4.07,51440.0,0,0,1.0,stormwater_culverts,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,9484.0,0.0,0.0,0.0,,,HUNTINGTON TOWN,local
DR-1063-0004-R,HMGP,1995,1063.0,CHITTENDEN,403.1: Stormwater Management - Culverts,Closed,UNDERHILL (TOWN OF),1997-08-21T00:00:00.000Z,96000.0,72000.0,0.75,1.09,104832.0,0,0,1.0,stormwater_culverts,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,72000.0,0.0,0.0,0.0,,,UNDERHILL TOWN,local
DR-1124-0001-R,HMGP,1996,1124.0,,800.1: Miscellaneous,Void,VERMONT AGENCY OF DE,,,,,,,0,0,0.0,other,False,False,False,False,False,False,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
DR-1184-0011-R,HMGP,1997,1184.0,STATEWIDE,90.6: Mitigation Plan - State Multihazard Mitigation Plan,Withdrawn,UNIV OF VERMONT,,,,,,,0,0,0.0,state_mitigation_planning,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,unknown
DR-4022-0150-R,HMGP,2011,4022.0,CHITTENDEN,202.3: Elevation of Public Structures - Riverine,Closed,Richmond (Town of),2019-12-05T00:00:00.000Z,114987.0,86239.76,0.75,0.0,0.0,1,1,1.0,elevation,False,False,False,False,False,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86239.76,86239.76,86239.76,RICHMOND TOWN,local
DR-4532-0020-M,HMGP,2020,4532.0,STATEWIDE,"700.1: Management Costs - Salaries; 
700.4: Management Costs - Supplies",Approved,Statewide,2024-01-29T00:00:00.000Z,548401.63,548401.63,1.0,0.0,0.0,0,0,0.0,"salaries,supplies",False,True,False,False,False,False,False,False,False,False,0.0,548401.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
DR-4445-0004-M,HMGP,2019,4445.0,STATEWIDE,700.1: Management Costs - Salaries,Closed,Statewide,2025-12-03T00:00:00.000Z,21432.76,21432.76,1.0,0.0,0.0,0,0,0.0,salaries,False,True,False,False,False,False,False,False,False,False,0.0,21432.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
DR-4356-0001-M,HMGP,2018,4356.0,STATEWIDE,"700.1: Management Costs - Salaries; 
700.2: Management Costs - Equipment; 
700.4: Management Costs - Supplies",Closed,Statewide,2021-05-20T00:00:00.000Z,14978.55,14978.55,1.0,0.0,0.0,0,0,0.0,"equipment,salaries,supplies",False,True,False,False,False,False,False,False,False,False,0.0,14978.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
DR-4474-0003-P,HMGP,2020,4474.0,STATEWIDE,95.2: Planning Related Activities,Closed,VERMONT DEPARTMENT OF PUBLIC SERVICE,2024-02-02T00:00:00.000Z,0.0,0.0,0.75,0.0,0.0,0,0,0.0,planning_related,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
DR-1201-0012-R,HMGP,1998,1201.0,CHITTENDEN,403.1: Stormwater Management - Culverts,Closed,HINESBURG (TOWN OF),1999-12-20T00:00:00.000Z,14036.0,10527.0,0.75,1.59,22254.0,0,0,1.0,stormwater_culverts,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,10527.0,0.0,0.0,0.0,,,HINESBURG TOWN,local
DR-1063-0013-R,HMGP,1995,1063.0,CALDONIA,403.1: Stormwater Management - Culverts,Closed,"GROTON, Town of",1999-03-05T00:00:00.000Z,1850.0,1387.0,0.75,7.96,15194.0,0,0,1.0,stormwater_culverts,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1387.0,0.0,0.0,0.0,,,GROTON TOWN,local
DR-1201-0001-F,HMGP,1998,1201.0,STATEWIDE,90.4: Mitigation Plan - Local Multihazard Mitigation Plan,Withdrawn,UNIV OF VERMONT,,0.0,0.0,0.0,,,0,0,0.0,local_mitigation_planning,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,unknown
DR-1201-0009-R,HMGP,1998,1201.0,CHITTENDEN,"301.1: Shoreline Stabilization (Riprap, etc.)",Closed,Cabot (Town of),1999-03-22T00:00:00.000Z,6666.0,5000.0,0.75,2.35,15680.0,0,0,1.0,shoreline_stabilization,False,False,True,False,False,False,False,False,False,False,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,CABOT TOWN,local
DR-4695-0002-M,HMGP,2023,4695.0,STATEWIDE,"700.1: Management Costs - Salaries; 
700.2: Management Costs - Equipment; 
700.3: Management Costs - Office Space Rental; 
700.4: Management Costs - Supplies",Approved,Statewide,2025-08-21T00:00:00.000Z,22216.1,22216.1,1.0,0.0,0.0,0,0,0.0,"equipment,office_space_rental,salaries,supplies",False,True,False,False,False,False,False,False,False,False,0.0,22216.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
DR-0840-0004-R,HMGP,1989,840.0,STATEWIDE,"100.1: Public Awareness and Education (Brochures, Workshops, Videos, etc.)",Closed,VT AGENCY OF TRANSPORTATION,1993-10-27T00:00:00.000Z,32000.0,16000.0,0.5,0.0,0.0,0,0,0.0,public_awareness,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16000.0,0.0,,,,statewide
DR-1101-0021-R,HMGP,1996,1101.0,STATEWIDE,90.4: Mitigation Plan - Local Multihazard Mitigation Plan,Closed,DEPT. OF PUBLIC SAFE,1999-01-27T00:00:00.000Z,34094.0,12552.0,0.37,7.27,327104.0,0,0,0.0,local_mitigation_planning,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12552.0,0.0,,,,statewide
DR-4022-0131-R,HMGP,2011,4022.0,CHITTENDEN,202.1: Elevation of Private Structures - Riverine,Closed,Richmond (Town of),2021-04-12T00:00:00.000Z,0.0,0.0,0.75,0.0,0.0,10,10,1.0,elevation,False,False,False,False,False,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RICHMOND TOWN,local
